"","unid","opt_score"
"48078",48253,NA
"48079",98655,3
"48080",98655,7
"48081",98655,5
"48082",5025,NA
"48083",18230,NA
"48084",18230,NA
"48085",30045,8
"48086",3823,NA
"48087",3823,NA
"48088",3823,NA
"48089",3823,NA
"48090",9293,NA
"48091",53892,6
"48092",88445,9
"48093",69775,NA
"48094",8214,NA
"48095",56376,4
"48096",34981,4
"48097",34981,-1
"48098",88256,8
"48099",88256,7
"48100",65030,3
"48101",40498,NA
"48102",21593,10
"48103",33064,NA
"48104",13718,NA
"48105",10125,8
"48106",10125,1
"48107",10125,1
"48108",10125,0
"48109",10125,NA
"48110",11054,NA
"48111",68035,NA
"48112",38083,8
"48113",33756,NA
"48114",20059,9
"48115",75129,NA
"48116",67012,3
"48117",67012,7
"48118",58215,3
"48119",58215,2
"48120",58215,1
"48121",58215,2
"48122",60201,11
"48123",60201,9
"48124",60201,6
"48125",60201,9
"48126",38208,NA
"48127",84114,8
"48128",63175,10
"48129",56447,6
"48130",56447,7
"48131",56447,9
"48132",89181,6
"48133",89181,2
"48134",89181,NA
"48135",71773,10
"48136",71773,8
"48137",71773,8
"48138",38120,9
"48139",37649,5
"48140",26847,5
"48141",26847,NA
"48142",96276,8
"48143",96276,8
"48144",101137,11
"48145",101137,7
"48146",101137,NA
"48147",57626,NA
"48148",57626,NA
"48149",57626,NA
"48150",1113,NA
"48151",81131,5
"48152",81131,5
"48153",81131,-1
"48154",81131,6
"48155",81131,2
"48156",24002,NA
"48157",24002,NA
"48158",24002,NA
"48159",24002,NA
"48160",35797,9
"48161",42121,NA
"48162",42121,NA
"48163",82708,6
"48164",89894,3
"48165",86517,3
"48166",86517,5
"48167",86517,NA
"48168",24925,NA
"48169",83666,5
"48170",5754,NA
"48171",74726,NA
"48172",35849,5
"48173",35849,3
"48174",35849,NA
"48175",35849,NA
"48176",57489,4
"48177",57489,NA
"48178",45819,NA
"48179",68678,7
"48180",36055,NA
"48181",95217,NA
"48182",43650,5
"48183",43650,5
"48184",46138,3
"48185",46138,NA
"48186",64016,8
"48187",19471,NA
"48188",19471,NA
"48189",19471,NA
"48190",19471,NA
"48191",19471,NA
"48192",63508,3
"48193",43508,NA
"48194",68812,0
"48195",68812,1
"48196",68812,0
"48197",68812,-3
"48198",68812,-1
"48199",68812,NA
"48200",2099,-3
"48201",2099,-4
"48202",22422,7
"48203",21710,1
"48204",83312,3
"48205",705,7
"48206",705,11
"48207",74114,NA
"48208",64156,NA
"48209",29859,NA
"48210",35079,NA
"48211",100205,7
"48212",7245,NA
"48213",32465,4
"48214",28979,6
"48215",28979,1
"48216",43100,8
"48217",90481,NA
"48218",90481,NA
"48219",15088,7
"48220",32903,3
"48221",87926,8
"48222",87926,4
"48223",78229,9
"48224",30752,0
"48225",63934,4
"48226",63934,NA
"48227",93162,3
"48228",92836,7
"48229",7213,NA
"48230",92280,7
"48231",92280,7
"48232",78204,NA
"48233",101549,NA
"48234",2296,2
"48235",27730,NA
"48236",26357,7
"48237",5538,NA
"48238",5538,NA
"48239",5538,NA
"48240",5538,NA
"48241",62721,NA
"48242",40956,NA
"48243",100601,NA
"48244",98604,8
"48245",98604,9
"48246",98604,8
"48247",55700,4
"48248",45908,NA
"48249",66956,9
"48250",84633,9
"48251",84633,10
"48252",84633,7
"48253",26705,7
"48254",94567,NA
"48255",56147,NA
"48256",56147,NA
"48257",56147,NA
"48258",50810,1
"48259",50810,3
"48260",50810,NA
"48261",10835,3
"48262",10835,6
"48263",81636,10
"48264",23100,NA
"48265",26058,7
"48266",26058,5
"48267",35672,NA
"48268",50602,NA
"48269",35237,8
"48270",66936,4
"48271",48069,3
"48272",48069,5
"48273",48069,4
"48274",48069,7
"48275",48069,4
"48276",79893,NA
"48277",14913,NA
"48278",76414,8
"48279",76414,6
"48280",84656,-1
"48281",84656,3
"48282",84656,0
"48283",70125,7
"48284",67428,7
"48285",39753,2
"48286",39753,NA
"48287",97733,NA
"48288",30646,4
"48289",810,NA
"48290",68873,NA
"48291",78117,NA
"48292",56762,NA
"48293",25044,NA
"48294",74076,NA
"48295",14078,NA
"48296",78844,1
"48297",101204,10
"48298",91578,NA
"48299",15038,NA
"48300",64063,NA
"48301",11438,NA
"48302",15566,-2
"48303",15566,2
"48304",19721,NA
"48305",19721,NA
"48306",45238,3
"48307",67637,9
"48308",20686,13
"48309",8981,5
"48310",8981,3
"48311",8981,3
"48312",8981,4
"48313",22913,2
"48314",74260,8
"48315",74260,9
"48316",74260,9
"48317",32760,NA
"48318",11109,7
"48319",34771,NA
"48320",48262,4
"48321",92961,NA
"48322",93870,7
"48323",28059,3
"48324",57826,NA
"48325",74956,NA
"48326",17609,NA
"48327",17609,NA
"48328",102324,NA
"48329",72998,0
"48330",72998,6
"48331",6346,8
"48332",6346,11
"48333",58829,7
"48334",89308,4
"48335",40098,NA
"48336",93019,NA
"48337",93019,NA
"48338",93831,9
"48339",93831,10
"48340",21649,-2
"48341",21649,1
"48342",81424,3
"48343",81424,3
"48344",87799,10
"48345",93118,9
"48346",80248,5
"48347",69942,1
"48348",61320,2
"48349",35502,3
"48350",35502,NA
"48351",75808,9
"48352",75808,10
"48353",9759,NA
"48354",43936,4
"48355",43936,5
"48356",43936,4
"48357",43936,8
"48358",16624,NA
"48359",23569,5
"48360",23569,2
"48361",23569,5
"48362",66136,NA
"48363",66136,NA
"48364",66136,NA
"48365",954,NA
"48366",954,NA
"48367",53339,8
"48368",38469,NA
"48369",5920,NA
"48370",56733,5
"48371",3848,NA
"48372",35427,8
"48373",35427,7
"48374",35427,4
"48375",35427,1
"48376",35427,NA
"48377",74044,5
"48378",26759,0
"48379",26759,4
"48380",26759,2
"48381",26759,NA
"48382",46031,NA
"48383",21909,10
"48384",21909,8
"48385",78653,10
"48386",78653,5
"48387",17708,2
"48388",57367,4
"48389",57367,NA
"48390",101433,NA
"48391",48184,NA
"48392",33208,NA
"48393",23426,7
"48394",23426,NA
"48395",23426,NA
"48396",34396,NA
"48397",61319,NA
"48398",76229,9
"48399",79400,9
"48400",1878,NA
"48401",53234,NA
"48402",99946,5
"48403",38228,7
"48404",38228,5
"48405",74223,-3
"48406",74223,-2
"48407",66913,NA
"48408",41630,NA
"48409",41630,NA
"48410",41630,NA
"48411",41630,NA
"48412",41630,NA
"48413",59407,8
"48414",59407,3
"48415",59407,7
"48416",59407,NA
"48417",59407,8
"48418",42836,5
"48419",42836,4
"48420",42836,NA
"48421",36376,NA
"48422",36376,NA
"48423",87496,3
"48424",87496,NA
"48425",79147,NA
"48426",51223,NA
"48427",51223,NA
"48428",73976,5
"48429",84806,NA
"48430",84806,NA
"48431",67576,NA
"48432",14921,NA
"48433",14921,NA
"48434",69014,NA
"48435",69014,NA
"48436",69014,NA
"48437",69014,NA
"48438",77991,5
"48439",72234,2
"48440",101364,NA
"48441",101364,NA
"48442",35316,NA
"48443",35316,NA
"48444",43288,5
"48445",40294,3
"48446",40294,-2
"48447",40294,1
"48448",40294,4
"48449",40294,2
"48450",96991,NA
"48451",100768,NA
"48452",67933,4
"48453",67933,5
"48454",67933,3
"48455",3795,4
"48456",69297,NA
"48457",39069,7
"48458",39069,3
"48459",41163,NA
"48460",75927,6
"48461",78099,4
"48462",11701,9
"48463",29314,NA
"48464",98945,7
"48465",65780,7
"48466",65780,8
"48467",65780,12
"48468",65780,9
"48469",34898,3
"48470",34898,7
"48471",34898,2
"48472",6813,4
"48473",95649,NA
"48474",95649,NA
"48475",91499,4
"48476",91499,3
"48477",91499,2
"48478",21489,4
"48479",21489,3
"48480",21489,NA
"48481",64388,NA
"48482",32557,NA
"48483",32557,NA
"48484",32557,NA
"48485",9640,NA
"48486",53552,NA
"48487",102048,NA
"48488",101975,5
"48489",101975,4
"48490",29963,NA
"48491",61759,NA
"48492",79801,NA
"48493",43828,1
"48494",43828,5
"48495",42202,5
"48496",42202,NA
"48497",78406,4
"48498",78406,4
"48499",78406,7
"48500",76059,5
"48501",76059,4
"48502",43504,4
"48503",43504,2
"48504",63593,8
"48505",77245,NA
"48506",94902,4
"48507",52456,4
"48508",47910,NA
"48509",2315,4
"48510",74375,NA
"48511",84148,6
"48512",84148,9
"48513",44609,6
"48514",8776,NA
"48515",8776,NA
"48516",8776,NA
"48517",3833,NA
"48518",74718,6
"48519",41609,NA
"48520",38363,2
"48521",38363,6
"48522",3879,NA
"48523",31387,6
"48524",8237,NA
"48525",88275,6
"48526",88275,3
"48527",1794,1
"48528",85168,3
"48529",85168,2
"48530",67167,5
"48531",95308,1
"48532",86679,2
"48533",35123,NA
"48534",35123,NA
"48535",35123,NA
"48536",2560,NA
"48537",55253,0
"48538",87058,NA
"48539",46587,NA
"48540",70955,NA
"48541",29916,6
"48542",25087,7
"48543",30721,7
"48544",66333,2
"48545",40410,9
"48546",40410,NA
"48547",20918,3
"48548",47319,4
"48549",68913,9
"48550",68913,8
"48551",68913,12
"48552",68913,10
"48553",10181,-7
"48554",10181,NA
"48555",45287,4
"48556",45287,7
"48557",61463,7
"48558",81680,8
"48559",81680,5
"48560",95202,NA
"48561",60695,6
"48562",60695,8
"48563",3994,NA
"48564",3994,NA
"48565",71806,5
"48566",56022,4
"48567",56022,7
"48568",40593,9
"48569",40593,NA
"48570",35972,9
"48571",78545,10
"48572",56132,10
"48573",56132,9
"48574",84635,NA
"48575",7593,NA
"48576",7593,NA
"48577",21960,4
"48578",21960,6
"48579",90905,NA
"48580",14901,NA
"48581",90484,4
"48582",90484,NA
"48583",13788,1
"48584",13788,1
"48585",62841,NA
"48586",88165,3
"48587",44405,0
"48588",57809,NA
"48589",14274,NA
"48590",76002,7
"48591",76002,6
"48592",76002,4
"48593",23028,NA
"48594",275,NA
"48595",275,NA
"48596",275,NA
"48597",39222,3
"48598",39222,7
"48599",80208,NA
"48600",61214,NA
"48601",29747,8
"48602",4387,NA
"48603",62024,6
"48604",36472,NA
"48605",14496,NA
"48606",14496,NA
"48607",92060,9
"48608",68229,NA
"48609",88209,5
"48610",88209,6
"48611",88712,2
"48612",88712,8
"48613",60144,NA
"48614",60144,NA
"48615",60144,NA
"48616",60144,NA
"48617",60144,NA
"48618",16446,NA
"48619",16446,NA
"48620",99370,5
"48621",75092,7
"48622",77439,NA
"48623",77439,NA
"48624",77439,NA
"48625",102056,NA
"48626",102056,NA
"48627",65903,6
"48628",65903,6
"48629",65903,5
"48630",55188,6
"48631",55188,4
"48632",55188,NA
"48633",101062,NA
"48634",6253,5
"48635",6253,5
"48636",6253,6
"48637",6253,4
"48638",20467,5
"48639",5737,NA
"48640",85018,NA
"48641",7162,7
"48642",53126,NA
"48643",94922,-5
"48644",8583,NA
"48645",8583,NA
"48646",93484,6
"48647",19927,7
"48648",8739,7
"48649",1129,NA
"48650",1129,NA
"48651",58491,NA
"48652",58491,NA
"48653",93373,8
"48654",15472,2
"48655",15472,NA
"48656",49136,NA
"48657",49136,NA
"48658",49136,NA
"48659",49136,NA
"48660",49136,NA
"48661",82455,7
"48662",56708,5
"48663",36446,7
"48664",36446,5
"48665",67472,7
"48666",49457,5
"48667",49457,7
"48668",49735,4
"48669",49735,6
"48670",26445,2
"48671",8514,10
"48672",8514,12
"48673",85795,4
"48674",85795,1
"48675",85795,4
"48676",22595,NA
"48677",59297,6
"48678",18646,NA
"48679",74238,NA
"48680",71284,NA
"48681",71284,NA
"48682",71284,NA
"48683",31325,NA
"48684",90135,6
"48685",90135,NA
"48686",42378,NA
"48687",2206,NA
"48688",36304,4
"48689",36304,3
"48690",36304,1
"48691",36304,1
"48692",36304,1
"48693",72050,11
"48694",23759,8
"48695",55903,9
"48696",89047,NA
"48697",24583,2
"48698",24583,2
"48699",50714,7
"48700",50714,9
"48701",50714,NA
"48702",64027,6
"48703",78666,5
"48704",35617,6
"48705",35617,4
"48706",35617,1
"48707",35617,-4
"48708",35617,6
"48709",35617,NA
"48710",43645,11
"48711",50052,NA
"48712",87864,NA
"48713",46751,5
"48714",46751,7
"48715",46751,NA
"48716",13901,NA
"48717",5166,NA
"48718",73478,1
"48719",68357,NA
"48720",44094,10
"48721",11651,NA
"48722",16229,5
"48723",16229,NA
"48724",65904,7
"48725",65904,NA
"48726",47068,5
"48727",37874,6
"48728",68877,8
"48729",60066,NA
"48730",72306,6
"48731",63966,NA
"48732",63966,NA
"48733",16498,4
"48734",16498,2
"48735",16498,NA
"48736",94134,3
"48737",97995,3
"48738",97995,3
"48739",97995,NA
"48740",53998,NA
"48741",53998,NA
"48742",53998,NA
"48743",102457,10
"48744",83777,NA
"48745",83777,NA
"48746",73104,NA
"48747",73104,NA
"48748",33619,4
"48749",38699,NA
"48750",23093,6
"48751",23093,6
"48752",66465,NA
"48753",48078,0
"48754",48078,2
"48755",48078,1
"48756",48078,NA
"48757",71722,8
"48758",71722,8
"48759",71722,4
"48760",71722,7
"48761",71722,NA
"48762",75043,2
"48763",45651,2
"48764",45651,5
"48765",45651,0
"48766",45651,0
"48767",5445,3
"48768",25689,NA
"48769",89479,-3
"48770",57646,-2
"48771",57646,1
"48772",92764,NA
"48773",28675,NA
"48774",81837,6
"48775",81837,NA
"48776",19083,NA
"48777",43421,6
"48778",43421,4
"48779",43421,8
"48780",43421,5
"48781",43421,1
"48782",43421,NA
"48783",34596,3
"48784",30912,2
"48785",46291,6
"48786",23811,6
"48787",89000,9
"48788",97771,0
"48789",97771,NA
"48790",7510,3
"48791",77606,NA
"48792",34282,NA
"48793",34282,NA
"48794",34282,NA
"48795",34282,NA
"48796",38035,8
"48797",72425,-1
"48798",72425,0
"48799",51349,10
"48800",80290,5
"48801",40817,NA
"48802",68122,6
"48803",68122,7
"48804",68122,3
"48805",57153,NA
"48806",17634,3
"48807",17634,8
"48808",17634,8
"48809",28966,NA
"48810",91732,NA
"48811",27731,NA
"48812",51686,6
"48813",17363,NA
"48814",90651,NA
"48815",92866,5
"48816",49882,0
"48817",20371,NA
"48818",20371,NA
"48819",5724,1
"48820",5724,NA
"48821",5724,NA
"48822",98555,6
"48823",90246,10
"48824",95146,7
"48825",95146,2
"48826",79421,9
"48827",85684,NA
"48828",92064,0
"48829",58218,1
"48830",30975,6
"48831",30975,NA
"48832",51966,8
"48833",60200,8
"48834",60200,7
"48835",97223,NA
"48836",66601,NA
"48837",94358,NA
"48838",94358,NA
"48839",55449,NA
"48840",96010,NA
"48841",18385,1
"48842",54425,NA
"48843",80350,NA
"48844",66230,7
"48845",38224,9
"48846",38224,NA
"48847",50552,4
"48848",50552,3
"48849",50552,5
"48850",50552,6
"48851",50552,NA
"48852",101822,NA
"48853",42968,NA
"48854",42968,NA
"48855",42968,NA
"48856",64329,5
"48857",64329,NA
"48858",56748,6
"48859",90148,8
"48860",90148,2
"48861",32939,8
"48862",32939,5
"48863",32939,7
"48864",14063,5
"48865",62244,NA
"48866",97752,6
"48867",97752,4
"48868",75785,6
"48869",60674,6
"48870",60674,6
"48871",60674,4
"48872",45171,NA
"48873",3743,NA
"48874",99105,0
"48875",99105,1
"48876",65879,3
"48877",14229,1
"48878",100700,6
"48879",38650,5
"48880",24437,NA
"48881",23368,NA
"48882",23368,NA
"48883",23368,NA
"48884",23368,NA
"48885",10806,-1
"48886",83374,4
"48887",83374,7
"48888",74653,NA
"48889",41388,7
"48890",41131,4
"48891",41131,7
"48892",41131,3
"48893",41131,5
"48894",41131,3
"48895",41131,NA
"48896",78405,3
"48897",4859,11
"48898",62973,NA
"48899",28354,4
"48900",5157,0
"48901",72871,4
"48902",84132,NA
"48903",74717,7
"48904",50065,3
"48905",74778,4
"48906",41068,6
"48907",30404,NA
"48908",30404,NA
"48909",65986,5
"48910",65986,0
"48911",99937,11
"48912",14519,1
"48913",65717,9
"48914",65717,10
"48915",65717,7
"48916",14942,NA
"48917",14942,NA
"48918",58605,6
"48919",58605,3
"48920",6138,6
"48921",11856,8
"48922",11856,11
"48923",71103,NA
"48924",12694,3
"48925",12694,4
"48926",77091,NA
"48927",77091,NA
"48928",61649,7
"48929",61649,8
"48930",61649,NA
"48931",89494,NA
"48932",48532,NA
"48933",90485,3
"48934",90485,NA
"48935",101373,NA
"48936",32341,2
"48937",69028,NA
"48938",15903,NA
"48939",10702,1
"48940",20702,NA
"48941",20702,NA
"48942",20702,NA
"48943",5029,0
"48944",5029,3
"48945",5029,3
"48946",5029,1
"48947",5029,NA
"48948",77101,3
"48949",77101,10
"48950",35106,NA
"48951",35106,NA
"48952",97523,7
"48953",10100,6
"48954",10100,7
"48955",100312,NA
"48956",64768,NA
"48957",27390,NA
"48958",67522,7
"48959",79680,NA
"48960",63767,6
"48961",63767,4
"48962",63767,2
"48963",51073,1
"48964",51073,0
"48965",85145,NA
"48966",3980,7
"48967",3980,9
"48968",64676,NA
"48969",64676,NA
"48970",64221,7
"48971",70113,3
"48972",70113,4
"48973",70113,NA
"48974",54800,10
"48975",33320,9
"48976",33320,13
"48977",33320,10
"48978",33320,6
"48979",33320,9
"48980",55918,9
"48981",55918,6
"48982",55918,6
"48983",24225,NA
"48984",48133,3
"48985",48133,2
"48986",60093,5
"48987",60093,NA
"48988",43170,NA
"48989",28809,8
"48990",74996,NA
"48991",74996,NA
"48992",51504,5
"48993",51504,1
"48994",51504,2
"48995",56224,NA
"48996",37009,6
"48997",37009,9
"48998",37009,NA
"48999",71868,6
"49000",71868,2
"49001",49283,NA
"49002",62297,NA
"49003",49741,NA
"49004",67836,4
"49005",84229,1
"49006",100213,6
"49007",22374,NA
"49008",6042,3
"49009",6042,NA
"49010",4118,NA
"49011",19302,7
"49012",19302,7
"49013",19302,8
"49014",19302,8
"49015",58106,4
"49016",64069,NA
"49017",64069,NA
"49018",86691,NA
"49019",63451,NA
"49020",24904,NA
"49021",24904,NA
"49022",24904,NA
"49023",62123,1
"49024",62123,1
"49025",62123,3
"49026",62123,6
"49027",62123,NA
"49028",99586,11
"49029",94008,6
"49030",62590,7
"49031",57430,0
"49032",57430,5
"49033",57430,3
"49034",57430,NA
"49035",90561,NA
"49036",97639,3
"49037",97639,-1
"49038",97639,NA
"49039",12039,3
"49040",96938,8
"49041",68735,10
"49042",68735,3
"49043",39286,7
"49044",39286,8
"49045",8399,5
"49046",56353,NA
"49047",82784,NA
"49048",53665,NA
"49049",53665,NA
"49050",37051,2
"49051",31870,3
"49052",16011,NA
"49053",79620,NA
"49054",7884,NA
"49055",7884,NA
"49056",9999,1
"49057",74670,6
"49058",67697,2
"49059",70224,NA
"49060",70224,NA
"49061",62921,NA
"49062",9876,7
"49063",83916,7
"49064",52151,3
"49065",52151,12
"49066",35949,14
"49067",27807,7
"49068",80770,NA
"49069",33470,NA
"49070",66340,3
"49071",66340,2
"49072",57173,NA
"49073",43456,4
"49074",43456,NA
"49075",48194,14
"49076",48194,7
"49077",10746,NA
"49078",10746,NA
"49079",264,NA
"49080",92820,4
"49081",92820,6
"49082",75903,2
"49083",75903,NA
"49084",75903,NA
"49085",75903,NA
"49086",53649,4
"49087",35761,11
"49088",38018,3
"49089",38018,3
"49090",38018,3
"49091",12919,10
"49092",12919,9
"49093",82893,9
"49094",82893,5
"49095",82893,2
"49096",82893,4
"49097",82893,NA
"49098",47956,11
"49099",28972,13
"49100",28972,11
"49101",66739,NA
"49102",59926,11
"49103",49075,8
"49104",96416,7
"49105",43749,NA
"49106",101515,NA
"49107",81938,NA
"49108",77336,-1
"49109",84880,9
"49110",81001,8
"49111",4506,NA
"49112",59358,-2
"49113",59358,NA
"49114",12671,5
"49115",12671,7
"49116",85774,1
"49117",85774,-1
"49118",64455,7
"49119",64455,2
"49120",51262,NA
"49121",20037,3
"49122",27381,5
"49123",68269,3
"49124",62003,3
"49125",82703,NA
"49126",56226,10
"49127",63632,2
"49128",63632,NA
"49129",63632,3
"49130",91461,7
"49131",47204,-2
"49132",47204,1
"49133",47204,2
"49134",47204,-1
"49135",47204,0
"49136",83550,4
"49137",83550,4
"49138",23215,4
"49139",23215,NA
"49140",77852,8
"49141",84852,NA
"49142",28463,2
"49143",28463,7
"49144",28463,6
"49145",15454,NA
"49146",85643,2
"49147",85643,1
"49148",51045,4
"49149",51045,2
"49150",51045,NA
"49151",90921,10
"49152",94862,-1
"49153",49150,NA
"49154",49150,NA
"49155",3837,7
"49156",3837,NA
"49157",89188,4
"49158",875,8
"49159",25739,9
"49160",24524,NA
"49161",21856,5
"49162",62573,NA
"49163",77591,3
"49164",77591,4
"49165",54850,NA
"49166",7855,4
"49167",14181,NA
"49168",81239,5
"49169",81239,10
"49170",97427,1
"49171",15985,6
"49172",15985,8
"49173",15985,5
"49174",15985,9
"49175",15985,7
"49176",37178,5
"49177",37178,4
"49178",8216,NA
"49179",27972,6
"49180",25263,NA
"49181",25263,NA
"49182",25263,NA
"49183",67487,NA
"49184",50636,9
"49185",42794,6
"49186",42794,7
"49187",42794,3
"49188",42794,5
"49189",78857,11
"49190",78857,10
"49191",78857,8
"49192",78857,4
"49193",78857,3
"49194",42853,NA
"49195",13210,7
"49196",13210,7
"49197",13210,5
"49198",101307,5
"49199",41991,6
"49200",41991,8
"49201",41991,9
"49202",29713,NA
"49203",65290,5
"49204",487,NA
"49205",1405,0
"49206",69497,5
"49207",64818,0
"49208",64818,2
"49209",23388,3
"49210",64535,NA
"49211",94628,4
"49212",94628,8
"49213",94628,7
"49214",22140,NA
"49215",28847,NA
"49216",60764,9
"49217",60764,9
"49218",60764,NA
"49219",53263,11
"49220",98185,4
"49221",86555,NA
"49222",87185,9
"49223",27735,5
"49224",25173,10
"49225",95704,NA
"49226",13512,NA
"49227",13512,NA
"49228",13512,NA
"49229",20993,7
"49230",82552,9
"49231",83278,6
"49232",35756,3
"49233",73784,NA
"49234",73784,NA
"49235",51028,8
"49236",11508,1
"49237",11508,4
"49238",11508,2
"49239",95045,2
"49240",9966,10
"49241",9966,8
"49242",9966,10
"49243",36229,5
"49244",36229,2
"49245",36229,3
"49246",36229,4
"49247",71919,9
"49248",71919,9
"49249",87229,5
"49250",88138,8
"49251",88138,3
"49252",6015,0
"49253",6015,4
"49254",83677,0
"49255",58619,4
"49256",58619,7
"49257",58619,9
"49258",61615,2
"49259",61615,2
"49260",29768,-1
"49261",5511,8
"49262",58201,4
"49263",58201,1
"49264",58201,4
"49265",58201,2
"49266",58201,2
"49267",31316,NA
"49268",31316,NA
"49269",15053,NA
"49270",22760,3
"49271",22760,8
"49272",22760,9
"49273",59949,0
"49274",3594,10
"49275",3594,NA
"49276",46939,8
"49277",46939,5
"49278",20018,7
"49279",39480,7
"49280",3400,NA
"49281",82422,9
"49282",86847,5
"49283",9004,NA
"49284",53520,4
"49285",94384,5
"49286",28579,NA
"49287",25894,8
"49288",69695,NA
"49289",34026,8
"49290",49875,NA
"49291",11420,NA
"49292",11420,NA
"49293",11420,NA
"49294",11420,NA
"49295",67990,NA
"49296",9260,NA
"49297",1409,NA
"49298",1409,NA
"49299",1409,NA
"49300",23399,NA
"49301",99799,NA
"49302",28282,NA
"49303",28282,NA
"49304",28282,NA
"49305",82345,2
"49306",63274,4
"49307",63274,6
"49308",34085,NA
"49309",65326,NA
"49310",67417,8
"49311",67417,3
"49312",94748,NA
"49313",11163,0
"49314",33145,7
"49315",95324,NA
"49316",95324,NA
"49317",95324,NA
"49318",62300,9
"49319",5227,NA
"49320",86042,NA
"49321",86042,NA
"49322",86042,NA
"49323",86042,NA
"49324",27530,3
"49325",27530,2
"49326",27530,1
"49327",60211,NA
"49328",68261,NA
"49329",35560,NA
"49330",50880,0
"49331",56201,8
"49332",56201,3
"49333",63889,4
"49334",62628,NA
"49335",62628,NA
"49336",97294,1
"49337",97294,NA
"49338",27392,3
"49339",75451,12
"49340",54513,2
"49341",54513,7
"49342",54513,4
"49343",54513,1
"49344",54513,3
"49345",54513,NA
"49346",67789,NA
"49347",78623,9
"49348",12854,NA
"49349",12854,NA
"49350",31617,1
"49351",31617,0
"49352",31617,NA
"49353",90661,NA
"49354",90661,NA
"49355",74474,NA
"49356",48016,5
"49357",29761,5
"49358",76458,9
"49359",76458,5
"49360",76458,6
"49361",90594,4
"49362",80295,5
"49363",51947,NA
"49364",48781,4
"49365",48781,3
"49366",48781,0
"49367",14032,NA
"49368",61148,6
"49369",88731,NA
"49370",96205,5
"49371",31163,NA
"49372",42679,7
"49373",64182,6
"49374",64182,6
"49375",11032,2
"49376",11032,6
"49377",39439,NA
"49378",78567,7
"49379",71592,NA
"49380",71592,NA
"49381",14767,9
"49382",14767,6
"49383",16231,NA
"49384",47468,4
"49385",96057,8
"49386",96057,NA
"49387",16256,NA
"49388",31171,3
"49389",80656,NA
"49390",35357,7
"49391",35357,NA
"49392",66413,NA
"49393",20332,NA
"49394",36789,6
"49395",36789,4
"49396",36789,4
"49397",36789,2
"49398",36789,2
"49399",92085,6
"49400",91020,NA
"49401",84859,1
"49402",51176,6
"49403",51176,6
"49404",40406,10
"49405",40406,8
"49406",45865,5
"49407",21563,NA
"49408",76606,4
"49409",17583,NA
"49410",81935,0
"49411",81935,2
"49412",81935,3
"49413",14691,NA
"49414",14691,NA
"49415",42536,NA
"49416",23335,1
"49417",23335,3
"49418",14260,NA
"49419",14260,NA
"49420",63476,4
"49421",63476,2
"49422",63476,2
"49423",89610,5
"49424",89610,11
"49425",71595,7
"49426",71595,6
"49427",23761,NA
"49428",48538,NA
"49429",62257,4
"49430",36255,5
"49431",36255,NA
"49432",85487,NA
"49433",99527,NA
"49434",87986,4
"49435",87986,6
"49436",72128,3
"49437",51115,6
"49438",12646,10
"49439",12646,6
"49440",21652,6
"49441",1671,-3
"49442",67129,1
"49443",69866,6
"49444",69866,3
"49445",92927,NA
"49446",36883,4
"49447",1128,9
"49448",36112,NA
"49449",11145,7
"49450",11145,NA
"49451",11145,NA
"49452",32808,NA
"49453",23846,3
"49454",23846,6
"49455",23846,4
"49456",95917,6
"49457",54372,8
"49458",54372,5
"49459",5933,6
"49460",1084,5
"49461",88726,NA
"49462",22887,11
"49463",74252,3
"49464",74252,7
"49465",74252,3
"49466",19407,NA
"49467",98409,NA
"49468",98409,NA
"49469",43424,NA
"49470",60064,10
"49471",27319,4
"49472",99501,3
"49473",99501,8
"49474",99501,6
"49475",53581,5
"49476",53873,0
"49477",33782,NA
"49478",32442,9
"49479",44158,NA
"49480",66411,NA
"49481",54970,1
"49482",54970,NA
"49483",54970,5
"49484",26388,6
"49485",26388,7
"49486",7599,NA
"49487",67864,9
"49488",67864,NA
"49489",7743,NA
"49490",29682,10
"49491",47033,7
"49492",98287,4
"49493",98287,NA
"49494",48999,1
"49495",64336,3
"49496",64336,1
"49497",64336,6
"49498",6686,4
"49499",8836,0
"49500",54478,6
"49501",54478,5
"49502",49227,NA
"49503",62314,NA
"49504",41393,NA
"49505",47460,6
"49506",47460,2
"49507",47460,4
"49508",30255,8
"49509",30255,8
"49510",30255,11
"49511",30255,NA
"49512",30255,NA
"49513",13029,7
"49514",13029,9
"49515",37828,7
"49516",71028,4
"49517",71028,7
"49518",71028,NA
"49519",71028,NA
"49520",77892,5
"49521",101332,NA
"49522",63716,0
"49523",557,4
"49524",6388,NA
"49525",38636,NA
"49526",73236,3
"49527",8503,NA
"49528",39665,4
"49529",39665,6
"49530",20826,7
"49531",20826,9
"49532",20826,7
"49533",61898,NA
"49534",65878,4
"49535",84313,8
"49536",99930,3
"49537",99930,4
"49538",60581,4
"49539",60581,4
"49540",60581,3
"49541",60581,6
"49542",62449,2
"49543",62449,4
"49544",84726,NA
"49545",75195,6
"49546",21515,3
"49547",21515,3
"49548",58914,3
"49549",58914,8
"49550",50353,1
"49551",50353,1
"49552",50353,6
"49553",50353,0
"49554",67732,9
"49555",97603,5
"49556",12023,5
"49557",12023,5
"49558",12023,7
"49559",12023,7
"49560",12023,NA
"49561",52286,9
"49562",52286,3
"49563",52286,4
"49564",52286,4
"49565",46136,9
"49566",46136,NA
"49567",26657,7
