"","unid","cft_score"
"24783",97115,7
"24784",87532,4
"24785",62692,4
"24786",83889,6
"24787",8479,7
"24788",8479,7
"24789",22812,6
"24790",50632,8
"24791",31992,8
"24792",31992,8
"24793",86214,4
"24794",86214,4
"24795",86214,4
"24796",34654,5
"24797",34866,7
"24798",34866,7
"24799",34866,7
"24800",64342,7
"24801",64342,7
"24802",68938,8
"24803",61200,6
"24804",23165,8
"24805",23165,8
"24806",23165,8
"24807",87975,7
"24808",60100,6
"24809",60100,6
"24810",60100,6
"24811",60100,6
"24812",49296,4
"24813",85439,7
"24814",26677,3
"24815",26677,3
"24816",26677,3
"24817",26677,3
"24818",26677,3
"24819",85538,4
"24820",85538,4
"24821",101358,6
"24822",39684,9
"24823",12521,6
"24824",37445,7
"24825",18737,5
"24826",18737,5
"24827",18737,5
"24828",19786,5
"24829",19786,5
"24830",19786,5
"24831",19786,5
"24832",99511,7
"24833",3421,2
"24834",3421,2
"24835",35497,6
"24836",70614,9
"24837",2225,4
"24838",84046,8
"24839",17092,5
"24840",80020,3
"24841",7272,4
"24842",91747,6
"24843",91747,6
"24844",91747,6
"24845",14366,9
"24846",13422,3
"24847",76166,2
"24848",18776,8
"24849",85144,8
"24850",29412,3
"24851",29412,3
"24852",42116,4
"24853",42116,4
"24854",96055,6
"24855",92596,5
"24856",32701,3
"24857",35592,6
"24858",66975,5
"24859",66975,5
"24860",28891,5
"24861",28891,5
"24862",28891,5
"24863",28891,5
"24864",62475,9
"24865",62475,9
"24866",62475,9
"24867",62475,9
"24868",62475,9
"24869",101566,5
"24870",39819,5
"24871",39819,5
"24872",34900,10
"24873",71242,8
"24874",71242,8
"24875",71242,8
"24876",71242,8
"24877",89866,4
"24878",485,5
"24879",90623,7
"24880",90623,7
"24881",90623,7
"24882",90623,7
"24883",50812,5
"24884",50812,5
"24885",50812,5
"24886",50812,5
"24887",42520,7
"24888",18343,7
"24889",58877,8
"24890",58877,8
"24891",58877,8
"24892",58877,8
"24893",54423,6
"24894",54423,6
"24895",54423,6
"24896",54423,6
"24897",62025,9
"24898",62025,9
"24899",49539,9
"24900",7665,6
"24901",26587,5
"24902",91017,3
"24903",86149,5
"24904",86149,5
"24905",86149,5
"24906",86149,5
"24907",86149,5
"24908",86149,5
"24909",36665,8
"24910",36665,8
"24911",36665,8
"24912",65020,8
"24913",65020,8
"24914",59860,4
"24915",59860,4
"24916",59380,6
"24917",59380,6
"24918",80532,5
"24919",80532,5
"24920",87410,8
"24921",49835,5
"24922",90323,5
"24923",90323,5
"24924",22278,5
"24925",45829,2
"24926",27977,3
"24927",27977,3
"24928",35170,9
"24929",32574,8
"24930",88718,3
"24931",26246,5
"24932",80927,6
"24933",80927,6
"24934",87651,9
"24935",92273,6
"24936",47981,7
"24937",50781,4
"24938",66455,3
"24939",47608,5
"24940",47608,5
"24941",51887,4
"24942",51887,4
"24943",7102,7
"24944",817,7
"24945",817,7
"24946",92675,7
"24947",92675,7
"24948",54917,3
"24949",583,6
"24950",98770,6
"24951",98770,6
"24952",45910,4
"24953",58842,4
"24954",58842,4
"24955",58842,4
"24956",18757,4
"24957",60504,5
"24958",56661,6
"24959",52167,7
"24960",52167,7
"24961",38219,4
"24962",33394,5
"24963",33394,5
"24964",66546,2
"24965",66546,2
"24966",30021,3
"24967",30021,3
"24968",30021,3
"24969",88364,6
"24970",72868,4
"24971",35696,4
"24972",35696,4
"24973",35696,4
"24974",37339,9
"24975",36984,9
"24976",97496,9
"24977",97496,9
"24978",97496,9
"24979",54785,6
"24980",34461,7
"24981",22607,3
"24982",53806,6
"24983",66153,3
"24984",30581,5
"24985",30581,5
"24986",30581,5
"24987",43824,6
"24988",43824,6
"24989",58747,8
"24990",58747,8
"24991",45922,6
"24992",13351,7
"24993",6039,5
"24994",96761,6
"24995",96761,6
"24996",71019,7
"24997",27105,7
"24998",27105,7
"24999",27105,7
"25000",12909,8
"25001",12909,8
"25002",64193,5
"25003",64193,5
"25004",20471,3
"25005",27643,2
"25006",37670,7
"25007",37670,7
"25008",10160,7
"25009",21578,7
"25010",12185,5
"25011",12185,5
"25012",12185,5
"25013",6092,4
"25014",6092,4
"25015",3923,4
"25016",44192,7
"25017",68240,8
"25018",48454,9
"25019",48454,9
"25020",98858,9
"25021",79249,3
"25022",100550,6
"25023",37834,8
"25024",2385,6
"25025",32187,9
"25026",32187,9
"25027",32187,9
"25028",49474,6
"25029",49474,6
"25030",4042,6
"25031",4042,6
"25032",4042,6
"25033",4042,6
"25034",42580,6
"25035",39709,4
"25036",47928,7
"25037",47928,7
"25038",47928,7
"25039",63130,4
"25040",59754,5
"25041",60268,6
"25042",13384,10
"25043",42891,9
"25044",42891,9
"25045",8835,6
"25046",463,9
"25047",48227,6
"25048",84263,3
"25049",92036,4
"25050",92036,4
"25051",92036,4
"25052",82020,5
"25053",90652,6
"25054",63838,4
"25055",33656,5
"25056",86776,5
"25057",72061,6
"25058",3354,5
"25059",3354,5
"25060",3354,5
"25061",3354,5
"25062",3354,5
"25063",89267,5
"25064",89267,5
"25065",89267,5
"25066",89267,5
"25067",4712,5
"25068",6923,5
"25069",85997,7
"25070",85997,7
"25071",85997,7
"25072",85997,7
"25073",68294,5
"25074",37526,6
"25075",12177,7
"25076",102045,8
"25077",65512,9
"25078",65512,9
"25079",65512,9
"25080",65512,9
"25081",25939,4
"25082",25939,4
"25083",25939,4
"25084",9005,3
"25085",9005,3
"25086",9005,3
"25087",9005,3
"25088",9005,3
"25089",9005,3
"25090",94990,5
"25091",94990,5
"25092",73411,4
"25093",77133,6
"25094",91390,8
"25095",91390,8
"25096",6495,7
"25097",42025,10
"25098",42025,10
"25099",83931,7
"25100",76531,7
"25101",27061,3
"25102",43973,4
"25103",90138,8
"25104",90138,8
"25105",94653,5
"25106",94653,5
"25107",58603,4
"25108",58603,4
"25109",37195,8
"25110",47274,7
"25111",88259,7
"25112",20840,7
"25113",12497,6
"25114",45781,5
"25115",45781,5
"25116",45781,5
"25117",45781,5
"25118",46962,6
"25119",46962,6
"25120",46962,6
"25121",91532,5
"25122",91532,5
"25123",53987,6
"25124",12613,3
"25125",27376,5
"25126",84645,5
"25127",72985,6
"25128",72985,6
"25129",72985,6
"25130",28930,5
"25131",28930,5
"25132",5280,4
"25133",5280,4
"25134",75160,5
"25135",73843,7
"25136",9392,6
"25137",36706,7
"25138",36706,7
"25139",70995,5
"25140",92628,7
"25141",92628,7
"25142",92628,7
"25143",58395,7
"25144",58395,7
"25145",58395,7
"25146",11217,3
"25147",38829,7
"25148",90016,4
"25149",6356,7
"25150",34264,3
"25151",34264,3
"25152",34264,3
"25153",28129,8
"25154",87380,7
"25155",87380,7
"25156",87380,7
"25157",87192,5
"25158",87192,5
"25159",46544,5
"25160",38845,5
"25161",38845,5
"25162",75558,6
"25163",90764,3
"25164",26326,5
"25165",2498,8
"25166",71466,2
"25167",13596,6
"25168",80653,7
"25169",80653,7
"25170",80653,7
"25171",80653,7
"25172",80653,7
"25173",66943,8
"25174",89969,8
"25175",30995,6
"25176",62105,3
"25177",42397,5
"25178",42397,5
"25179",42397,5
"25180",72886,6
"25181",32757,7
"25182",11803,5
"25183",70608,7
"25184",70608,7
"25185",34421,7
"25186",64823,6
"25187",37232,6
"25188",37232,6
"25189",53458,4
"25190",8822,6
"25191",43578,4
"25192",43578,4
"25193",94326,8
"25194",99402,3
"25195",91084,5
"25196",57722,7
"25197",82901,7
"25198",82901,7
"25199",9708,4
"25200",83771,6
"25201",83771,6
"25202",83771,6
"25203",83771,6
"25204",83771,6
"25205",45936,3
"25206",43282,7
"25207",43282,7
"25208",98455,6
"25209",95500,3
"25210",41895,5
"25211",41895,5
"25212",30659,6
"25213",30659,6
"25214",30659,6
"25215",22602,5
"25216",7558,7
"25217",94546,7
"25218",25523,8
"25219",25523,8
"25220",71875,5
"25221",69232,8
"25222",69232,8
"25223",69232,8
"25224",69232,8
"25225",69232,8
"25226",35480,5
"25227",16285,5
"25228",16285,5
"25229",16285,5
"25230",16285,5
"25231",16285,5
"25232",812,6
"25233",90287,5
"25234",90287,5
"25235",69180,7
"25236",93641,6
"25237",93641,6
"25238",58983,6
"25239",58983,6
"25240",29526,7
"25241",64759,8
"25242",64759,8
"25243",64759,8
"25244",82550,2
"25245",29377,6
"25246",29377,6
"25247",72946,6
"25248",72946,6
"25249",24081,5
"25250",60514,6
"25251",27155,3
"25252",24848,5
"25253",32170,3
"25254",32170,3
"25255",32170,3
"25256",32170,3
"25257",32170,3
"25258",71301,8
"25259",71301,8
"25260",71301,8
"25261",71301,8
"25262",82649,7
"25263",9079,3
"25264",9079,3
"25265",62615,3
"25266",62615,3
"25267",75928,8
"25268",70358,7
"25269",70358,7
"25270",75884,6
"25271",75884,6
"25272",7175,6
"25273",7175,6
"25274",7175,6
"25275",7175,6
"25276",80680,3
"25277",80680,3
"25278",70807,7
"25279",2430,4
"25280",2430,4
"25281",2430,4
"25282",2430,4
"25283",2430,4
"25284",2430,4
"25285",70963,6
"25286",55276,6
"25287",55276,6
"25288",55276,6
"25289",55276,6
"25290",95215,6
"25291",60322,3
"25292",60322,3
"25293",87244,6
"25294",87244,6
"25295",37774,4
"25296",49793,5
"25297",8566,5
"25298",8566,5
"25299",8566,5
"25300",8566,5
"25301",18089,1
"25302",36357,2
"25303",82200,5
"25304",82200,5
"25305",15323,4
"25306",81257,7
"25307",66589,5
"25308",22260,6
"25309",22260,6
"25310",22260,6
"25311",7862,5
"25312",11512,5
"25313",11512,5
"25314",54563,9
"25315",44439,4
"25316",74616,8
"25317",43185,6
"25318",43185,6
"25319",73658,5
"25320",33418,6
"25321",27078,7
"25322",30535,8
"25323",30535,8
"25324",71204,6
"25325",17610,6
"25326",17610,6
"25327",96802,3
"25328",76108,7
"25329",76108,7
"25330",76108,7
"25331",62365,7
"25332",62365,7
"25333",64178,7
"25334",22851,4
"25335",64345,7
"25336",32033,3
"25337",32033,3
"25338",14422,7
"25339",14422,7
"25340",67009,4
"25341",67009,4
"25342",62410,10
"25343",82391,6
"25344",82391,6
"25345",82391,6
"25346",82391,6
"25347",90165,4
"25348",3729,7
"25349",3729,7
"25350",3729,7
"25351",3729,7
"25352",3729,7
"25353",59919,5
"25354",59919,5
"25355",44958,4
"25356",72724,6
"25357",67537,7
"25358",67537,7
"25359",46025,5
"25360",93787,5
"25361",91366,6
"25362",10412,3
"25363",10412,3
"25364",32923,5
"25365",86227,6
"25366",50356,3
"25367",71279,4
"25368",35430,8
"25369",35430,8
"25370",98656,5
"25371",63497,6
"25372",63497,6
"25373",63497,6
"25374",76962,4
"25375",76962,4
"25376",35208,3
"25377",39637,6
"25378",39637,6
"25379",39637,6
"25380",91585,10
"25381",49240,7
"25382",49240,7
"25383",49240,7
"25384",17195,7
"25385",47648,6
"25386",47648,6
"25387",47648,6
"25388",67918,7
"25389",67918,7
"25390",67918,7
"25391",54273,9
"25392",89425,5
"25393",47143,7
"25394",47143,7
"25395",24785,9
"25396",47300,4
"25397",82129,5
"25398",100342,7
"25399",100342,7
"25400",580,5
"25401",580,5
"25402",580,5
"25403",49448,5
"25404",49448,5
"25405",49448,5
"25406",49448,5
"25407",63442,6
"25408",63442,6
"25409",67630,4
"25410",85493,5
"25411",85493,5
"25412",85493,5
"25413",82972,5
"25414",32580,3
"25415",32580,3
"25416",32580,3
"25417",38846,2
"25418",38846,2
"25419",38846,2
"25420",15216,5
"25421",67862,6
"25422",67862,6
"25423",67862,6
"25424",67862,6
"25425",67862,6
"25426",10615,6
"25427",99781,5
"25428",99951,6
"25429",99951,6
"25430",59104,7
"25431",55909,7
"25432",63308,3
"25433",29318,5
"25434",76150,4
"25435",60024,6
"25436",60024,6
"25437",60024,6
"25438",88289,6
"25439",27806,4
"25440",27806,4
"25441",27806,4
"25442",33620,5
"25443",28042,5
"25444",28042,5
"25445",54014,6
"25446",55749,6
"25447",77056,8
"25448",74210,7
"25449",35108,3
"25450",35108,3
"25451",59293,7
"25452",38617,5
"25453",4751,3
"25454",25319,2
"25455",25319,2
"25456",25319,2
"25457",25319,2
"25458",53679,4
"25459",71616,7
"25460",71243,4
"25461",71243,4
"25462",84955,6
"25463",84955,6
"25464",84955,6
"25465",97690,6
"25466",21280,6
"25467",21280,6
"25468",67878,8
"25469",67878,8
"25470",67878,8
"25471",67878,8
"25472",67878,8
"25473",87827,4
"25474",87827,4
"25475",54775,4
"25476",90005,8
"25477",4184,6
"25478",47064,7
"25479",47064,7
"25480",47064,7
"25481",47064,7
"25482",47064,7
"25483",75034,6
"25484",73668,4
"25485",52262,3
"25486",46801,7
"25487",46801,7
"25488",84588,4
"25489",70566,3
"25490",58686,4
"25491",39423,4
"25492",97251,6
"25493",10282,6
"25494",10282,6
"25495",10282,6
"25496",76571,7
"25497",76571,7
"25498",52405,7
"25499",70967,3
"25500",70967,3
"25501",70967,3
"25502",12242,7
"25503",21606,8
"25504",21606,8
"25505",21606,8
"25506",81984,2
"25507",81984,2
"25508",81984,2
"25509",59164,5
"25510",59164,5
"25511",59164,5
"25512",18276,6
"25513",18276,6
"25514",18276,6
"25515",5641,5
"25516",13086,6
"25517",13086,6
"25518",13086,6
"25519",13086,6
"25520",13086,6
"25521",40597,3
"25522",66697,10
"25523",68337,7
"25524",68337,7
"25525",77206,3
"25526",79317,10
"25527",79317,10
"25528",27450,3
"25529",17260,5
"25530",45758,5
"25531",45758,5
"25532",45758,5
"25533",54494,6
"25534",76179,5
"25535",9991,4
"25536",35846,9
"25537",35846,9
"25538",35846,9
"25539",35846,9
"25540",35543,6
"25541",34945,6
"25542",873,4
"25543",53619,5
"25544",29733,3
"25545",52616,6
"25546",44955,6
"25547",40070,8
"25548",39221,7
"25549",39221,7
"25550",90172,4
"25551",90172,4
"25552",7368,4
"25553",67659,5
"25554",67659,5
"25555",67659,5
"25556",50801,5
"25557",89357,5
"25558",89357,5
"25559",89357,5
"25560",89357,5
"25561",89357,5
"25562",89357,5
"25563",32878,5
"25564",24540,4
"25565",72948,6
"25566",62261,4
"25567",56293,7
"25568",70586,3
"25569",88852,6
"25570",43626,6
"25571",30785,5
"25572",15511,5
"25573",15511,5
"25574",15511,5
"25575",15511,5
"25576",44539,7
"25577",56085,5
"25578",56085,5
"25579",56085,5
"25580",78479,6
"25581",88601,7
"25582",21805,7
"25583",21805,7
"25584",46208,4
"25585",46208,4
"25586",53344,6
"25587",57232,5
"25588",57232,5
"25589",58915,6
"25590",25926,2
"25591",61408,4
"25592",42019,3
"25593",63537,7
"25594",63537,7
"25595",63537,7
"25596",63537,7
"25597",11453,9
"25598",11453,9
"25599",11453,9
"25600",11453,9
"25601",11453,9
"25602",11453,9
"25603",11453,9
"25604",20765,5
"25605",95580,3
"25606",95580,3
"25607",95580,3
"25608",62382,6
"25609",22066,1
"25610",73213,5
"25611",27220,4
"25612",27220,4
"25613",49436,4
"25614",55579,6
"25615",55579,6
"25616",88894,8
"25617",50996,6
"25618",50200,7
"25619",48846,7
"25620",48846,7
"25621",48846,7
"25622",48846,7
"25623",37661,4
"25624",37661,4
"25625",37661,4
"25626",37661,4
"25627",62054,5
"25628",62054,5
"25629",26151,8
"25630",92604,6
"25631",92604,6
"25632",87327,7
"25633",22104,4
"25634",22104,4
"25635",90393,3
"25636",90393,3
"25637",90393,3
"25638",99790,9
"25639",43122,9
"25640",43122,9
"25641",15228,4
"25642",15228,4
"25643",86699,8
"25644",50749,6
"25645",50749,6
"25646",11757,5
"25647",76296,6
"25648",59387,6
"25649",59387,6
"25650",59387,6
"25651",59387,6
"25652",59387,6
"25653",59387,6
"25654",43920,5
"25655",82158,3
"25656",82158,3
"25657",1270,7
"25658",93850,5
"25659",28852,3
"25660",91288,6
"25661",23115,7
"25662",23115,7
"25663",9336,2
"25664",63659,5
"25665",63659,5
"25666",63659,5
"25667",93245,9
"25668",67216,5
"25669",14555,5
"25670",88818,7
"25671",78081,6
"25672",78081,6
"25673",67265,9
"25674",67265,9
"25675",64366,6
"25676",82561,6
"25677",93020,3
"25678",17147,7
"25679",97633,4
"25680",97633,4
"25681",97633,4
"25682",309,4
"25683",45888,6
"25684",24173,3
"25685",24173,3
"25686",40828,3
"25687",38455,1
"25688",42067,7
"25689",42067,7
"25690",58560,8
"25691",58560,8
"25692",55681,4
"25693",55681,4
"25694",2118,6
"25695",2118,6
"25696",2118,6
"25697",26224,5
"25698",70576,6
"25699",34573,3
"25700",74875,6
"25701",74875,6
"25702",68838,5
"25703",68838,5
"25704",68838,5
"25705",18507,6
"25706",68315,8
"25707",33171,3
"25708",34432,4
"25709",74789,5
"25710",74789,5
"25711",74789,5
"25712",62218,7
"25713",94340,5
"25714",94340,5
"25715",98462,6
"25716",98462,6
"25717",3034,3
"25718",84883,9
"25719",64968,6
"25720",64968,6
"25721",35227,7
"25722",77299,5
"25723",77299,5
"25724",50473,7
"25725",50473,7
"25726",74800,6
"25727",74800,6
"25728",28704,4
"25729",86236,8
"25730",72025,7
"25731",40795,5
"25732",1830,4
"25733",67477,3
"25734",15967,8
"25735",32526,6
"25736",66948,6
"25737",58841,4
"25738",10163,10
"25739",10163,10
"25740",25871,9
"25741",94793,5
"25742",18158,8
"25743",93817,8
"25744",77536,6
"25745",77536,6
"25746",77536,6
"25747",77536,6
"25748",77536,6
"25749",25745,7
"25750",42684,4
"25751",42684,4
"25752",44627,6
"25753",17233,5
"25754",23196,3
"25755",54406,7
"25756",54406,7
"25757",54406,7
"25758",54406,7
"25759",48596,5
"25760",84141,10
"25761",4860,4
"25762",4860,4
"25763",4860,4
"25764",4860,4
"25765",4860,4
"25766",4860,4
"25767",57894,5
"25768",57894,5
"25769",57894,5
"25770",57894,5
"25771",57894,5
"25772",100102,8
"25773",18009,5
"25774",81047,7
"25775",81047,7
"25776",81047,7
"25777",38355,6
"25778",56015,6
"25779",56015,6
"25780",56015,6
"25781",56015,6
"25782",31288,3
"25783",29157,7
"25784",29157,7
"25785",29157,7
"25786",98488,4
"25787",24210,5
"25788",24210,5
"25789",34864,6
"25790",34864,6
"25791",34864,6
"25792",34864,6
"25793",79556,5
"25794",44856,3
"25795",33250,3
"25796",33250,3
"25797",33250,3
"25798",7491,5
"25799",7491,5
"25800",41345,6
"25801",41345,6
"25802",41345,6
"25803",41345,6
"25804",26454,4
"25805",26454,4
"25806",26454,4
"25807",9685,4
"25808",9685,4
"25809",66639,6
"25810",16767,3
"25811",67624,5
"25812",55460,8
"25813",82423,7
"25814",82423,7
"25815",82423,7
"25816",82423,7
"25817",82423,7
"25818",82423,7
"25819",13286,5
"25820",84812,4
"25821",55153,4
"25822",55153,4
"25823",75349,8
"25824",45981,3
"25825",45981,3
"25826",45981,3
"25827",45981,3
"25828",79762,7
"25829",79762,7
"25830",79762,7
"25831",79762,7
"25832",50518,5
"25833",50518,5
"25834",50518,5
"25835",50518,5
"25836",69720,7
"25837",69912,5
"25838",84243,5
"25839",78627,6
"25840",78627,6
"25841",78627,6
"25842",78627,6
"25843",96260,7
"25844",52870,4
"25845",29352,6
"25846",29352,6
"25847",29352,6
"25848",31304,8
"25849",31304,8
"25850",75994,7
"25851",67884,7
"25852",27377,8
"25853",88692,6
"25854",88785,6
"25855",88785,6
"25856",88785,6
"25857",88785,6
"25858",43525,3
"25859",53841,7
"25860",8220,1
"25861",8220,1
"25862",32512,6
"25863",17824,6
"25864",17824,6
"25865",52406,6
"25866",23704,6
"25867",23704,6
"25868",88507,6
"25869",88507,6
"25870",88507,6
"25871",88507,6
"25872",58708,8
"25873",58708,8
"25874",58708,8
"25875",58708,8
"25876",58708,8
"25877",11140,7
"25878",10178,3
"25879",100942,7
"25880",100942,7
"25881",100942,7
"25882",100942,7
"25883",100942,7
"25884",100942,7
"25885",62869,6
"25886",49729,6
"25887",54173,6
"25888",54173,6
"25889",67731,6
"25890",62302,4
"25891",62302,4
"25892",62302,4
"25893",62302,4
"25894",62302,4
"25895",95916,8
"25896",95916,8
"25897",13710,6
"25898",13710,6
"25899",89239,5
"25900",46365,7
"25901",46365,7
"25902",50577,9
"25903",21813,2
"25904",21396,3
"25905",33673,7
"25906",33673,7
"25907",33673,7
"25908",20487,9
"25909",20487,9
"25910",20487,9
"25911",65500,4
"25912",32846,6
"25913",32112,4
"25914",13987,3
"25915",63857,4
"25916",63857,4
"25917",63857,4
"25918",63857,4
"25919",12615,7
"25920",12615,7
"25921",102354,7
"25922",26120,6
"25923",100882,7
"25924",54083,7
"25925",87243,8
"25926",87243,8
"25927",87243,8
"25928",37959,9
"25929",37959,9
"25930",3890,1
"25931",55697,7
"25932",85336,6
"25933",101217,4
"25934",46285,6
"25935",39317,3
"25936",39317,3
"25937",39317,3
"25938",39317,3
"25939",54613,6
"25940",54613,6
"25941",48657,3
"25942",27592,7
"25943",42128,4
"25944",82845,4
"25945",38702,8
"25946",38702,8
"25947",38702,8
"25948",20777,4
"25949",20777,4
"25950",98761,5
"25951",28384,5
"25952",28384,5
"25953",28384,5
"25954",28384,5
"25955",83985,7
"25956",83985,7
"25957",10622,5
"25958",33312,5
"25959",23022,5
"25960",64854,6
"25961",64854,6
"25962",64854,6
"25963",64854,6
"25964",47287,6
"25965",47287,6
"25966",47287,6
"25967",52946,5
"25968",46669,9
"25969",46669,9
"25970",95299,9
"25971",15885,4
"25972",62493,10
"25973",62493,10
"25974",62493,10
"25975",13316,6
"25976",58972,3
"25977",71434,8
"25978",79607,8
"25979",81098,4
"25980",44485,2
"25981",82413,3
"25982",11202,6
"25983",55867,4
"25984",69216,5
"25985",69216,5
"25986",69216,5
"25987",69216,5
"25988",31314,5
"25989",50291,5
"25990",50291,5
"25991",62069,7
"25992",74489,6
"25993",54247,6
"25994",69742,7
"25995",89989,3
"25996",89989,3
"25997",89989,3
"25998",85773,8
"25999",81460,5
"26000",39438,3
"26001",39438,3
"26002",39438,3
"26003",39438,3
"26004",39438,3
"26005",35564,6
"26006",35564,6
"26007",35564,6
"26008",2203,5
"26009",2203,5
"26010",67215,5
"26011",67215,5
"26012",67215,5
"26013",67215,5
"26014",51613,4
"26015",51613,4
"26016",35116,6
"26017",63190,3
"26018",14089,6
"26019",14089,6
"26020",14089,6
"26021",44144,3
"26022",60483,5
"26023",60483,5
"26024",60483,5
"26025",78929,5
"26026",78929,5
"26027",82211,4
"26028",52913,5
"26029",26950,3
"26030",33720,7
"26031",33720,7
"26032",33720,7
"26033",15510,6
"26034",15510,6
"26035",15510,6
"26036",15510,6
"26037",15510,6
"26038",15510,6
"26039",26033,6
"26040",26033,6
"26041",26033,6
"26042",26033,6
"26043",26033,6
"26044",53140,9
"26045",56433,7
"26046",56433,7
"26047",56433,7
"26048",56433,7
"26049",42476,7
"26050",73616,7
"26051",73616,7
"26052",73616,7
"26053",73616,7
"26054",73616,7
"26055",46789,6
"26056",76854,3
"26057",76854,3
"26058",76854,3
"26059",76854,3
"26060",76854,3
"26061",33306,7
"26062",33306,7
"26063",52185,7
"26064",80069,5
"26065",80069,5
"26066",89606,4
"26067",46089,7
"26068",46089,7
"26069",8595,4
"26070",8595,4
"26071",69692,7
"26072",69692,7
"26073",52090,6
"26074",52090,6
"26075",15934,7
"26076",59893,5
"26077",91718,9
"26078",91718,9
"26079",91718,9
"26080",35833,4
"26081",14143,3
"26082",14143,3
"26083",14143,3
"26084",14143,3
"26085",14143,3
"26086",52975,6
"26087",52975,6
"26088",26967,7
"26089",35033,5
"26090",29587,5
"26091",91148,8
"26092",91148,8
"26093",25721,9
"26094",25721,9
"26095",78925,4
"26096",78925,4
"26097",11640,6
"26098",11640,6
"26099",11640,6
"26100",11640,6
"26101",24388,3
"26102",24388,3
"26103",32683,2
"26104",42655,6
"26105",42655,6
"26106",80906,6
"26107",80906,6
"26108",17964,5
"26109",17964,5
"26110",17964,5
"26111",17964,5
"26112",71026,5
"26113",71026,5
"26114",71026,5
"26115",75167,9
"26116",79415,6
"26117",79415,6
"26118",5465,2
"26119",10553,6
"26120",55801,7
"26121",55801,7
"26122",55801,7
"26123",55801,7
"26124",55801,7
"26125",94882,5
"26126",70583,7
"26127",70583,7
"26128",70583,7
"26129",70583,7
"26130",40460,7
"26131",42464,6
"26132",42464,6
"26133",89594,5
"26134",58087,7
"26135",58087,7
"26136",95603,5
"26137",15622,6
"26138",15622,6
"26139",18256,3
"26140",53197,5
"26141",70383,8
"26142",19635,5
"26143",40355,3
"26144",40355,3
"26145",40355,3
"26146",40355,3
"26147",63954,4
"26148",42788,7
"26149",42788,7
"26150",70401,4
"26151",70401,4
"26152",98083,4
"26153",63658,4
"26154",63658,4
"26155",7120,3
"26156",18254,7
"26157",24777,4
"26158",26142,6
"26159",69745,7
"26160",61158,3
"26161",19222,7
"26162",99836,5
"26163",18906,6
"26164",27666,7
"26165",27666,7
"26166",27666,7
"26167",27666,7
"26168",59058,3
"26169",59058,3
"26170",59058,3
"26171",28874,6
"26172",73489,8
"26173",73489,8
"26174",73489,8
"26175",73489,8
"26176",73489,8
"26177",82895,5
"26178",47387,2
"26179",47387,2
"26180",47387,2
"26181",52138,6
"26182",52138,6
"26183",64106,4
"26184",64106,4
"26185",64106,4
"26186",3073,7
"26187",48520,9
"26188",48520,9
"26189",48520,9
"26190",48520,9
"26191",48520,9
"26192",48520,9
"26193",30137,3
"26194",12705,7
"26195",12705,7
"26196",17841,4
"26197",29180,6
"26198",54361,3
"26199",54361,3
"26200",90239,6
"26201",90239,6
"26202",32306,7
"26203",32306,7
"26204",16156,9
"26205",16156,9
"26206",47906,3
"26207",50758,6
"26208",50758,6
"26209",50758,6
"26210",50758,6
"26211",37732,3
"26212",37732,3
"26213",58710,3
"26214",21869,8
"26215",21869,8
"26216",37187,7
"26217",44276,6
"26218",37698,6
"26219",101209,8
"26220",101209,8
"26221",101209,8
"26222",58816,7
"26223",58816,7
"26224",58816,7
"26225",14402,9
"26226",14402,9
"26227",41244,4
"26228",70065,7
"26229",70065,7
"26230",70065,7
"26231",47291,4
"26232",10762,6
"26233",10762,6
"26234",72420,5
"26235",52803,7
"26236",52803,7
"26237",52803,7
"26238",52803,7
"26239",80022,4
"26240",80022,4
"26241",80022,4
"26242",80022,4
"26243",80022,4
"26244",61361,7
"26245",39938,4
"26246",91893,8
"26247",91893,8
"26248",73666,5
"26249",15482,3
"26250",2061,5
"26251",2061,5
"26252",2061,5
"26253",2061,5
"26254",2061,5
"26255",19494,7
"26256",19494,7
"26257",19494,7
"26258",90460,9
"26259",48787,6
"26260",91726,7
"26261",91726,7
"26262",13448,3
"26263",49049,3
"26264",49049,3
"26265",49049,3
"26266",49049,3
"26267",63786,6
"26268",37152,5
"26269",16542,2
"26270",62930,5
"26271",62930,5
"26272",62930,5
"26273",62930,5
"26274",87553,5
"26275",87553,5
"26276",57295,6
"26277",57295,6
"26278",57295,6
"26279",69739,4
"26280",69739,4
"26281",69739,4
"26282",69739,4
"26283",69739,4
"26284",69739,4
"26285",26461,9
"26286",26461,9
"26287",37906,5
"26288",37906,5
"26289",65852,8
"26290",65852,8
"26291",24433,6
"26292",82524,3
"26293",82524,3
"26294",26145,6
"26295",26145,6
"26296",68197,6
"26297",18017,4
"26298",39937,7
"26299",39937,7
"26300",39937,7
"26301",37638,6
"26302",7215,5
"26303",59973,5
"26304",95575,7
"26305",95575,7
"26306",10784,4
"26307",10784,4
"26308",10784,4
"26309",10784,4
"26310",10784,4
"26311",5155,4
"26312",5155,4
"26313",5155,4
"26314",5536,2
"26315",5536,2
"26316",74926,7
"26317",32019,2
"26318",18377,5
"26319",49942,5
"26320",14542,7
"26321",14542,7
"26322",56314,7
"26323",56314,7
"26324",56314,7
"26325",56314,7
"26326",12508,6
"26327",94693,7
"26328",94693,7
"26329",44884,6
"26330",44884,6
"26331",14947,9
"26332",14947,9
"26333",60739,6
"26334",60739,6
"26335",55720,7
"26336",75877,5
"26337",54674,6
