"","unid","com_score"
"15860",49240,7
"15861",49240,7
"15862",17195,5
"15863",67918,5
"15864",67918,5
"15865",67918,5
"15866",47143,5
"15867",47143,5
"15868",82129,6
"15869",100342,6
"15870",100342,6
"15871",85493,6
"15872",85493,6
"15873",85493,6
"15874",32580,4
"15875",32580,4
"15876",32580,4
"15877",38846,5
"15878",38846,5
"15879",38846,5
"15880",15216,5
"15881",67862,5
"15882",67862,5
"15883",67862,5
"15884",67862,5
"15885",67862,5
"15886",10615,5
"15887",99951,5
"15888",99951,5
"15889",55909,6
"15890",76150,6
"15891",33620,6
"15892",28042,5
"15893",28042,5
"15894",55749,7
"15895",25319,7
"15896",25319,7
"15897",25319,7
"15898",25319,7
"15899",71616,5
"15900",71243,6
"15901",71243,6
"15902",84955,5
"15903",84955,5
"15904",84955,5
"15905",97690,7
"15906",67878,7
"15907",67878,7
"15908",67878,7
"15909",67878,7
"15910",67878,7
"15911",87827,5
"15912",87827,5
"15913",54775,4
"15914",90005,7
"15915",4184,6
"15916",75034,6
"15917",46801,5
"15918",46801,5
"15919",70566,5
"15920",58686,6
"15921",97251,8
"15922",70967,5
"15923",70967,5
"15924",70967,5
"15925",12242,5
"15926",21606,7
"15927",21606,7
"15928",21606,7
"15929",81984,5
"15930",81984,5
"15931",81984,5
"15932",59164,6
"15933",59164,6
"15934",59164,6
"15935",18276,4
"15936",18276,4
"15937",18276,4
"15938",13086,7
"15939",13086,7
"15940",13086,7
"15941",13086,7
"15942",13086,7
"15943",40597,4
"15944",68337,7
"15945",68337,7
"15946",79317,7
"15947",79317,7
"15948",17260,6
"15949",54494,5
"15950",9991,5
"15951",35846,6
"15952",35846,6
"15953",35846,6
"15954",35846,6
"15955",34945,4
"15956",29733,4
"15957",52616,5
"15958",40070,9
"15959",39221,5
"15960",39221,5
"15961",7368,7
"15962",67659,6
"15963",67659,6
"15964",67659,6
"15965",50801,5
"15966",89357,5
"15967",89357,5
"15968",89357,5
"15969",89357,5
"15970",89357,5
"15971",89357,5
"15972",24540,8
"15973",62261,5
"15974",56293,5
"15975",88852,6
"15976",43626,5
"15977",15511,6
"15978",15511,6
"15979",15511,6
"15980",15511,6
"15981",44539,8
"15982",56085,5
"15983",56085,5
"15984",56085,5
"15985",78479,6
"15986",88601,7
"15987",21805,6
"15988",21805,6
"15989",46208,4
"15990",46208,4
"15991",57232,4
"15992",57232,4
"15993",58915,6
"15994",25926,5
"15995",61408,5
"15996",42019,7
"15997",11453,7
"15998",11453,7
"15999",11453,7
"16000",11453,7
"16001",11453,7
"16002",11453,7
"16003",11453,7
"16004",20765,7
"16005",62382,6
"16006",22066,4
"16007",27220,4
"16008",27220,4
"16009",55579,6
"16010",55579,6
"16011",50996,6
"16012",48846,5
"16013",48846,5
"16014",48846,5
"16015",48846,5
"16016",37661,4
"16017",37661,4
"16018",37661,4
"16019",37661,4
"16020",87327,7
"16021",22104,4
"16022",22104,4
"16023",90393,8
"16024",90393,8
"16025",90393,8
"16026",15228,6
"16027",15228,6
"16028",86699,6
"16029",50749,8
"16030",50749,8
"16031",11757,6
"16032",76296,6
"16033",59387,3
"16034",59387,3
"16035",59387,3
"16036",59387,3
"16037",59387,3
"16038",59387,3
"16039",82158,3
"16040",82158,3
"16041",1270,5
"16042",93850,5
"16043",91288,4
"16044",23115,5
"16045",23115,5
"16046",63659,6
"16047",63659,6
"16048",63659,6
"16049",88818,6
"16050",64366,5
"16051",82561,4
"16052",17147,5
"16053",97633,6
"16054",97633,6
"16055",97633,6
"16056",45888,8
"16057",24173,5
"16058",24173,5
"16059",42067,5
"16060",42067,5
"16061",58560,7
"16062",58560,7
"16063",55681,6
"16064",55681,6
"16065",2118,4
"16066",2118,4
"16067",2118,4
"16068",70576,6
"16069",74875,8
"16070",74875,8
"16071",68838,4
"16072",68838,4
"16073",68838,4
"16074",68315,5
"16075",33171,5
"16076",64968,8
"16077",64968,8
"16078",77299,5
"16079",77299,5
"16080",74800,6
"16081",74800,6
"16082",28704,4
"16083",86236,9
"16084",72025,6
"16085",40795,4
"16086",67477,4
"16087",15967,7
"16088",58841,5
"16089",94793,5
"16090",77536,5
"16091",77536,5
"16092",77536,5
"16093",77536,5
"16094",77536,5
"16095",25745,5
"16096",42684,7
"16097",42684,7
"16098",44627,6
"16099",23196,5
"16100",54406,7
"16101",54406,7
"16102",54406,7
"16103",54406,7
"16104",48596,7
"16105",84141,6
"16106",4860,4
"16107",4860,4
"16108",4860,4
"16109",4860,4
"16110",4860,4
"16111",4860,4
"16112",57894,4
"16113",57894,4
"16114",57894,4
"16115",57894,4
"16116",57894,4
"16117",100102,5
"16118",18009,4
"16119",81047,5
"16120",81047,5
"16121",81047,5
"16122",56015,5
"16123",56015,5
"16124",56015,5
"16125",56015,5
"16126",29157,6
"16127",29157,6
"16128",29157,6
"16129",98488,6
"16130",24210,5
"16131",24210,5
"16132",79556,5
"16133",44856,4
"16134",33250,4
"16135",33250,4
"16136",33250,4
"16137",7491,3
"16138",7491,3
"16139",41345,8
"16140",41345,8
"16141",41345,8
"16142",41345,8
"16143",66639,6
"16144",67624,5
"16145",55460,10
"16146",82423,5
"16147",82423,5
"16148",82423,5
"16149",82423,5
"16150",82423,5
"16151",82423,5
"16152",13286,3
"16153",55153,5
"16154",55153,5
"16155",75349,7
"16156",45981,5
"16157",45981,5
"16158",45981,5
"16159",45981,5
"16160",79762,7
"16161",79762,7
"16162",79762,7
"16163",79762,7
"16164",84243,3
"16165",78627,5
"16166",78627,5
"16167",78627,5
"16168",78627,5
"16169",96260,5
"16170",52870,4
"16171",29352,6
"16172",29352,6
"16173",29352,6
"16174",75994,5
"16175",88785,7
"16176",88785,7
"16177",88785,7
"16178",88785,7
"16179",43525,4
"16180",53841,6
"16181",32512,5
"16182",17824,5
"16183",17824,5
"16184",52406,7
"16185",23704,5
"16186",23704,5
"16187",58708,5
"16188",58708,5
"16189",58708,5
"16190",58708,5
"16191",58708,5
"16192",11140,4
"16193",100942,7
"16194",100942,7
"16195",100942,7
"16196",100942,7
"16197",100942,7
"16198",100942,7
"16199",62869,7
"16200",54173,5
"16201",54173,5
"16202",67731,5
"16203",62302,5
"16204",62302,5
"16205",62302,5
"16206",62302,5
"16207",62302,5
"16208",95916,8
"16209",95916,8
"16210",46365,5
"16211",46365,5
"16212",50577,6
"16213",21396,5
"16214",33673,6
"16215",33673,6
"16216",33673,6
"16217",20487,7
"16218",20487,7
"16219",20487,7
"16220",65500,7
"16221",32846,7
"16222",13987,5
"16223",12615,5
"16224",12615,5
"16225",26120,5
"16226",100882,9
"16227",54083,9
"16228",87243,6
"16229",87243,6
"16230",87243,6
"16231",3890,5
"16232",55697,5
"16233",85336,4
"16234",39317,5
"16235",39317,5
"16236",39317,5
"16237",39317,5
"16238",54613,5
"16239",54613,5
"16240",38702,7
"16241",38702,7
"16242",38702,7
"16243",28384,4
"16244",28384,4
"16245",28384,4
"16246",28384,4
"16247",83985,5
"16248",83985,5
"16249",10622,5
"16250",64854,5
"16251",64854,5
"16252",64854,5
"16253",64854,5
"16254",52946,4
"16255",46669,7
"16256",46669,7
"16257",62493,5
"16258",62493,5
"16259",62493,5
"16260",13316,5
"16261",58972,5
"16262",71434,5
"16263",79607,9
"16264",82413,6
"16265",55867,5
"16266",50291,3
"16267",50291,3
"16268",54247,6
"16269",85773,6
"16270",81460,6
"16271",39438,5
"16272",39438,5
"16273",39438,5
"16274",39438,5
"16275",39438,5
"16276",35564,6
"16277",35564,6
"16278",35564,6
"16279",2203,5
"16280",2203,5
"16281",35116,5
"16282",63190,5
"16283",14089,5
"16284",14089,5
"16285",14089,5
"16286",52913,5
"16287",15510,3
"16288",15510,3
"16289",15510,3
"16290",15510,3
"16291",15510,3
"16292",15510,3
"16293",26033,5
"16294",26033,5
"16295",26033,5
"16296",26033,5
"16297",26033,5
"16298",53140,9
"16299",42476,6
"16300",73616,5
"16301",73616,5
"16302",73616,5
"16303",73616,5
"16304",73616,5
"16305",46789,5
"16306",80069,7
"16307",80069,7
"16308",89606,5
"16309",46089,8
"16310",46089,8
"16311",69692,6
"16312",69692,6
"16313",52090,6
"16314",52090,6
"16315",15934,7
"16316",59893,6
"16317",91718,5
"16318",91718,5
"16319",91718,5
"16320",14143,4
"16321",14143,4
"16322",14143,4
"16323",14143,4
"16324",14143,4
"16325",52975,5
"16326",52975,5
"16327",35033,4
"16328",29587,5
"16329",91148,5
"16330",91148,5
"16331",25721,6
"16332",25721,6
"16333",11640,7
"16334",11640,7
"16335",11640,7
"16336",11640,7
"16337",32683,4
"16338",42655,5
"16339",42655,5
"16340",80906,9
"16341",80906,9
"16342",17964,7
"16343",17964,7
"16344",17964,7
"16345",17964,7
"16346",75167,7
"16347",10553,4
"16348",55801,5
"16349",55801,5
"16350",55801,5
"16351",55801,5
"16352",55801,5
"16353",94882,7
"16354",42464,6
"16355",42464,6
"16356",58087,5
"16357",58087,5
"16358",95603,5
"16359",15622,6
"16360",15622,6
"16361",18256,6
"16362",53197,4
"16363",70383,7
"16364",19635,3
"16365",40355,5
"16366",40355,5
"16367",40355,5
"16368",40355,5
"16369",42788,6
"16370",42788,6
"16371",63658,3
"16372",63658,3
"16373",24777,6
"16374",26142,6
"16375",69745,3
"16376",61158,4
"16377",19222,8
"16378",18906,7
"16379",27666,7
"16380",27666,7
"16381",27666,7
"16382",27666,7
"16383",59058,6
"16384",59058,6
"16385",59058,6
"16386",73489,6
"16387",73489,6
"16388",73489,6
"16389",73489,6
"16390",73489,6
"16391",47387,4
"16392",47387,4
"16393",47387,4
"16394",52138,5
"16395",52138,5
"16396",64106,3
"16397",64106,3
"16398",64106,3
"16399",3073,8
"16400",48520,6
"16401",48520,6
"16402",48520,6
"16403",48520,6
"16404",48520,6
"16405",48520,6
"16406",29180,5
"16407",54361,5
"16408",54361,5
"16409",32306,9
"16410",32306,9
"16411",16156,5
"16412",16156,5
"16413",50758,5
"16414",50758,5
"16415",50758,5
"16416",50758,5
"16417",21869,5
"16418",21869,5
"16419",37698,9
"16420",101209,5
"16421",101209,5
"16422",101209,5
"16423",58816,5
"16424",58816,5
"16425",58816,5
"16426",14402,5
"16427",14402,5
"16428",41244,4
"16429",70065,5
"16430",70065,5
"16431",70065,5
"16432",10762,4
"16433",10762,4
"16434",72420,7
"16435",52803,9
"16436",52803,9
"16437",52803,9
"16438",52803,9
"16439",61361,6
"16440",39938,5
"16441",91893,5
"16442",91893,5
"16443",73666,6
"16444",15482,5
"16445",2061,5
"16446",2061,5
"16447",2061,5
"16448",2061,5
"16449",2061,5
"16450",19494,6
"16451",19494,6
"16452",19494,6
"16453",48787,6
"16454",91726,7
"16455",91726,7
"16456",49049,4
"16457",49049,4
"16458",49049,4
"16459",49049,4
"16460",37152,7
"16461",62930,5
"16462",62930,5
"16463",62930,5
"16464",62930,5
"16465",87553,4
"16466",87553,4
"16467",26461,6
"16468",26461,6
"16469",37906,8
"16470",37906,8
"16471",65852,6
"16472",65852,6
"16473",82524,4
"16474",82524,4
"16475",68197,6
"16476",39937,5
"16477",39937,5
"16478",39937,5
"16479",37638,5
"16480",7215,6
"16481",59973,4
"16482",95575,6
"16483",95575,6
"16484",10784,7
"16485",10784,7
"16486",10784,7
"16487",10784,7
"16488",10784,7
"16489",5155,4
"16490",5155,4
"16491",5155,4
"16492",5536,5
"16493",5536,5
"16494",74926,4
"16495",32019,3
"16496",18377,4
"16497",14542,5
"16498",14542,5
"16499",56314,6
"16500",56314,6
"16501",56314,6
"16502",56314,6
"16503",60739,4
"16504",60739,4
"16505",55720,6
"16506",66408,6
"16507",66408,6
"16508",64983,6
"16509",64983,6
"16510",40659,6
"16511",63142,5
"16512",712,7
"16513",1797,6
"16514",1797,6
"16515",1797,6
"16516",77406,4
"16517",87064,7
"16518",78676,6
"16519",34492,6
"16520",17972,7
"16521",34099,4
"16522",25754,5
"16523",25754,5
"16524",17754,3
"16525",17754,3
"16526",17754,3
"16527",40310,8
"16528",40310,8
"16529",61295,4
"16530",31144,5
"16531",31144,5
"16532",31144,5
"16533",90565,5
"16534",90565,5
"16535",24949,5
"16536",67806,5
"16537",67806,5
"16538",67806,5
"16539",49373,6
"16540",49373,6
"16541",49373,6
"16542",49373,6
"16543",49373,6
"16544",49373,6
"16545",10122,5
"16546",10122,5
"16547",10122,5
"16548",10122,5
"16549",10122,5
"16550",10122,5
"16551",91231,6
"16552",60807,5
"16553",60807,5
"16554",60807,5
"16555",60807,5
"16556",21375,7
"16557",50906,6
"16558",23428,4
"16559",23428,4
"16560",20790,6
"16561",20790,6
"16562",67912,5
"16563",67912,5
"16564",7011,5
"16565",39496,3
"16566",14616,6
"16567",14616,6
"16568",14616,6
"16569",14616,6
"16570",14616,6
"16571",14616,6
"16572",39065,4
"16573",39065,4
"16574",39065,4
"16575",45688,8
"16576",55716,5
"16577",5764,4
"16578",15041,7
"16579",84461,6
"16580",47983,8
"16581",47983,8
"16582",20173,9
"16583",20173,9
"16584",20173,9
"16585",18185,8
"16586",75563,5
"16587",75563,5
"16588",75563,5
"16589",76227,9
"16590",67521,4
"16591",67521,4
"16592",67521,4
"16593",61795,5
"16594",56714,5
"16595",60879,5
"16596",78424,6
"16597",14395,5
"16598",14395,5
"16599",83032,6
"16600",95275,5
"16601",19896,8
"16602",36115,5
"16603",36115,5
"16604",28458,6
"16605",33361,6
"16606",68936,3
"16607",68936,3
"16608",80296,8
"16609",80296,8
"16610",69231,9
"16611",57076,8
"16612",54667,6
"16613",30722,6
"16614",30722,6
"16615",2883,6
"16616",14034,7
"16617",14034,7
"16618",29607,5
"16619",29607,5
"16620",10436,5
"16621",28255,5
"16622",28255,5
"16623",28255,5
"16624",28255,5
"16625",42103,7
"16626",54522,7
"16627",17745,4
"16628",22553,6
"16629",22553,6
"16630",43239,4
"16631",43239,4
"16632",43239,4
"16633",55620,7
"16634",99605,6
"16635",99605,6
"16636",99605,6
"16637",53255,7
"16638",17052,5
"16639",17052,5
"16640",11193,3
"16641",11193,3
"16642",71765,5
"16643",7979,2
"16644",7979,2
"16645",49831,6
"16646",20222,5
"16647",20222,5
"16648",20222,5
"16649",20222,5
"16650",20222,5
"16651",65139,6
"16652",82002,5
"16653",58971,5
"16654",58971,5
"16655",61860,8
"16656",53919,6
"16657",53919,6
"16658",37479,5
"16659",49101,2
"16660",50186,4
"16661",71940,2
"16662",71940,2
"16663",29506,5
"16664",34072,6
"16665",20102,4
"16666",8231,5
"16667",8231,5
"16668",8231,5
"16669",8231,5
"16670",8231,5
"16671",37757,7
"16672",62275,5
"16673",62275,5
"16674",62275,5
"16675",62275,5
"16676",9527,3
"16677",68509,6
"16678",87913,5
"16679",87209,7
"16680",73579,6
"16681",73579,6
"16682",73579,6
"16683",73579,6
"16684",73579,6
"16685",73579,6
"16686",60806,6
"16687",30166,7
"16688",30166,7
"16689",60563,8
"16690",60563,8
"16691",45878,4
"16692",45878,4
"16693",15920,9
"16694",15920,9
"16695",15920,9
"16696",15920,9
"16697",93640,6
"16698",56026,2
"16699",56026,2
"16700",56026,2
"16701",7523,5
"16702",7523,5
"16703",50633,6
"16704",50633,6
"16705",50633,6
"16706",50633,6
"16707",98041,7
"16708",29040,6
"16709",35952,8
"16710",85953,3
"16711",85953,3
"16712",85953,3
"16713",86667,6
"16714",19416,7
"16715",19416,7
"16716",18235,5
"16717",60112,5
"16718",36943,5
"16719",101004,8
"16720",42381,7
"16721",81918,8
"16722",81918,8
"16723",81918,8
"16724",90277,8
"16725",87567,4
"16726",5738,5
"16727",5738,5
"16728",5738,5
"16729",25582,8
"16730",25582,8
"16731",67663,6
"16732",67663,6
"16733",67663,6
"16734",34292,7
"16735",27271,3
"16736",52027,7
"16737",52027,7
"16738",13690,5
"16739",12248,6
"16740",12248,6
"16741",12248,6
"16742",74837,5
"16743",74837,5
"16744",74837,5
"16745",13659,3
"16746",74362,4
"16747",74362,4
"16748",61169,6
"16749",12205,8
"16750",12205,8
"16751",85943,5
"16752",18358,5
"16753",49796,7
"16754",49796,7
"16755",49796,7
"16756",49796,7
"16757",49796,7
"16758",49796,7
"16759",47685,5
"16760",16097,7
"16761",57289,8
"16762",57289,8
"16763",12782,7
"16764",44482,7
"16765",44482,7
"16766",44482,7
"16767",44482,7
"16768",10275,7
"16769",10275,7
"16770",30887,5
"16771",30887,5
"16772",30887,5
"16773",87993,6
"16774",80017,6
"16775",80017,6
"16776",16405,7
"16777",16405,7
"16778",25068,4
"16779",25068,4
"16780",25068,4
"16781",7621,6
"16782",20866,5
"16783",67055,6
"16784",79821,7
"16785",66793,5
"16786",35043,5
"16787",99664,7
"16788",60547,7
"16789",76278,8
"16790",45243,9
"16791",73409,6
"16792",76538,5
"16793",76538,5
"16794",33849,7
"16795",33849,7
"16796",73939,4
"16797",73939,4
"16798",73939,4
"16799",73939,4
"16800",73939,4
"16801",74290,6
"16802",43568,5
"16803",43568,5
"16804",43568,5
"16805",35410,4
"16806",82085,5
"16807",82085,5
"16808",82085,5
"16809",36136,4
"16810",36136,4
"16811",36136,4
"16812",36136,4
"16813",36136,4
"16814",35102,4
"16815",35102,4
"16816",61255,8
"16817",61255,8
"16818",56813,7
"16819",24162,7
"16820",5942,7
"16821",5942,7
"16822",74894,6
"16823",75215,6
"16824",26268,4
"16825",52007,5
"16826",12074,6
"16827",58343,4
"16828",20666,6
"16829",92285,7
"16830",92285,7
"16831",79206,5
"16832",47369,6
"16833",47369,6
"16834",29651,8
"16835",29651,8
"16836",29651,8
"16837",47577,7
"16838",93491,6
"16839",4006,6
"16840",32223,4
"16841",32223,4
"16842",32223,4
"16843",57552,6
"16844",60341,6
"16845",60341,6
"16846",60341,6
"16847",60341,6
"16848",22044,4
"16849",16119,6
"16850",71230,4
"16851",71230,4
"16852",46154,7
"16853",46154,7
"16854",89230,6
"16855",58161,5
"16856",58161,5
"16857",31641,6
"16858",31641,6
"16859",62976,6
"16860",68783,5
"16861",68783,5
"16862",68783,5
"16863",36023,8
"16864",19241,3
"16865",19241,3
"16866",28300,5
"16867",32712,8
"16868",32712,8
"16869",54465,5
"16870",10312,5
"16871",10312,5
"16872",10312,5
"16873",35277,5
"16874",71206,4
"16875",71206,4
"16876",92202,6
"16877",63930,3
"16878",63930,3
"16879",63930,3
"16880",63930,3
"16881",63930,3
"16882",36907,5
"16883",5041,6
"16884",5041,6
"16885",5041,6
"16886",89540,6
"16887",89540,6
"16888",69359,6
"16889",83072,9
"16890",89033,7
"16891",89033,7
"16892",53374,3
"16893",85720,5
"16894",85720,5
"16895",25614,5
"16896",5993,6
"16897",5993,6
"16898",44407,5
"16899",44407,5
"16900",72833,5
"16901",72833,5
"16902",33755,5
"16903",33755,5
"16904",33755,5
"16905",33755,5
"16906",33755,5
"16907",41542,5
"16908",41542,5
"16909",14588,4
"16910",9639,4
"16911",9639,4
"16912",9639,4
"16913",74777,5
"16914",74777,5
"16915",74777,5
"16916",49165,4
"16917",17126,6
"16918",17126,6
"16919",28219,7
"16920",2505,6
"16921",16093,3
"16922",50686,5
"16923",50686,5
"16924",10177,4
"16925",10177,4
"16926",67482,5
"16927",61628,6
"16928",61628,6
"16929",61628,6
"16930",61628,6
"16931",61628,6
"16932",17059,8
"16933",17059,8
"16934",17059,8
"16935",16378,5
"16936",39874,5
"16937",39874,5
"16938",39874,5
"16939",88988,4
"16940",88937,6
"16941",63905,7
"16942",63905,7
"16943",7749,5
"16944",7749,5
"16945",7749,5
"16946",25212,5
"16947",63076,7
"16948",63076,7
"16949",63076,7
"16950",63076,7
"16951",3596,5
"16952",3596,5
"16953",62154,4
"16954",25551,5
"16955",25551,5
"16956",57957,3
"16957",57957,3
"16958",57957,3
"16959",57957,3
"16960",94377,7
"16961",94377,7
"16962",13604,7
"16963",91584,5
"16964",91584,5
"16965",91584,5
"16966",6507,4
"16967",6507,4
"16968",6507,4
"16969",6507,4
"16970",6507,4
"16971",59995,4
"16972",59995,4
"16973",59995,4
"16974",59995,4
"16975",2107,3
"16976",2107,3
"16977",51219,8
"16978",68660,4
"16979",91355,6
"16980",91355,6
"16981",64352,8
"16982",64352,8
"16983",64352,8
"16984",64352,8
"16985",79084,5
"16986",79084,5
"16987",99844,8
"16988",99844,8
"16989",99844,8
"16990",69548,5
"16991",66237,4
"16992",66237,4
"16993",66339,7
"16994",69735,9
"16995",69735,9
"16996",52165,8
"16997",58197,4
"16998",37097,6
"16999",37097,6
"17000",10936,6
"17001",26848,4
"17002",26848,4
"17003",26848,4
"17004",26848,4
"17005",69249,5
"17006",41449,4
"17007",75870,5
"17008",75870,5
"17009",83703,5
"17010",83703,5
"17011",83703,5
"17012",10655,4
"17013",21980,6
"17014",4784,6
"17015",4784,6
"17016",4784,6
"17017",4784,6
"17018",4784,6
"17019",4784,6
"17020",57906,6
"17021",57906,6
"17022",78808,5
"17023",78505,7
"17024",6912,6
"17025",68434,4
"17026",68434,4
"17027",68434,4
"17028",8706,7
"17029",31969,4
"17030",31969,4
"17031",81117,6
"17032",49233,5
"17033",67701,5
"17034",55001,8
"17035",34082,5
"17036",34082,5
"17037",34082,5
"17038",34082,5
"17039",27413,6
"17040",27413,6
"17041",21373,5
"17042",79485,4
"17043",51643,7
"17044",37323,5
"17045",37323,5
"17046",7893,4
"17047",7893,4
"17048",98804,4
"17049",98804,4
"17050",77338,9
"17051",36999,9
"17052",36999,9
"17053",51145,3
"17054",94710,5
"17055",40668,7
"17056",40668,7
"17057",40668,7
"17058",40668,7
"17059",40668,7
"17060",100114,5
"17061",83782,4
"17062",83782,4
"17063",35232,5
"17064",49153,6
"17065",85014,6
"17066",85014,6
"17067",20172,4
"17068",20172,4
"17069",20172,4
"17070",2395,7
"17071",81755,6
"17072",81755,6
"17073",81755,6
"17074",81755,6
"17075",78253,7
"17076",48187,8
"17077",48187,8
"17078",18474,2
"17079",39859,5
"17080",12539,7
"17081",25849,4
"17082",25849,4
"17083",100428,7
"17084",51742,8
"17085",64415,5
"17086",64415,5
"17087",64415,5
"17088",43521,7
"17089",43521,7
"17090",59640,3
"17091",66590,5
"17092",66590,5
"17093",9737,7
"17094",64197,4
"17095",64197,4
"17096",70886,7
"17097",56215,7
"17098",44978,5
"17099",44978,5
"17100",16872,5
"17101",17495,6
"17102",66168,5
"17103",43736,3
"17104",43736,3
"17105",43736,3
"17106",39469,8
"17107",39469,8
"17108",65559,5
"17109",65559,5
"17110",56476,8
"17111",83213,4
"17112",83213,4
"17113",22807,8
"17114",22807,8
"17115",100136,6
"17116",17755,8
"17117",17755,8
"17118",17755,8
"17119",76051,3
"17120",76051,3
"17121",55554,5
"17122",3908,7
"17123",3908,7
"17124",22138,5
"17125",91451,5
"17126",11869,3
"17127",11869,3
"17128",11869,3
"17129",48367,3
"17130",48367,3
"17131",34220,5
"17132",34220,5
"17133",34220,5
"17134",34220,5
"17135",34220,5
"17136",48647,4
"17137",32988,5
"17138",71679,6
"17139",46767,6
"17140",99205,5
"17141",99205,5
"17142",50885,5
"17143",10687,4
"17144",10687,4
"17145",10687,4
"17146",42039,7
"17147",42039,7
"17148",75120,6
"17149",75120,6
"17150",75120,6
"17151",75120,6
"17152",75120,6
"17153",75120,6
"17154",34149,6
"17155",83514,5
"17156",17776,4
"17157",39463,9
"17158",59344,4
"17159",59344,4
"17160",59344,4
"17161",59344,4
"17162",59344,4
"17163",59344,4
"17164",59344,4
"17165",86739,6
"17166",22287,5
"17167",22287,5
"17168",22287,5
"17169",22287,5
"17170",12179,6
"17171",14986,3
"17172",89367,5
"17173",39462,6
"17174",24776,5
"17175",74811,5
"17176",74811,5
"17177",18995,5
"17178",78850,2
"17179",72883,5
"17180",39323,5
"17181",17534,6
"17182",76616,6
"17183",20959,6
"17184",20959,6
"17185",20959,6
"17186",80599,6
"17187",80599,6
"17188",80599,6
"17189",80599,6
"17190",84210,5
"17191",100411,6
"17192",42878,5
"17193",42878,5
"17194",93738,8
"17195",35247,5
"17196",55636,6
"17197",55636,6
"17198",28519,6
"17199",75251,9
"17200",94871,7
"17201",94871,7
"17202",67257,6
"17203",67257,6
"17204",67257,6
"17205",34089,4
"17206",57679,4
"17207",38673,5
"17208",38673,5
"17209",38673,5
"17210",13545,3
"17211",85652,6
"17212",75959,5
"17213",75959,5
"17214",75959,5
"17215",37953,6
"17216",37953,6
"17217",73770,7
"17218",73770,7
"17219",73770,7
"17220",88642,5
"17221",52284,7
"17222",32339,5
"17223",32339,5
"17224",32339,5
"17225",59595,5
"17226",59595,5
"17227",35483,6
"17228",30110,6
"17229",34813,7
"17230",47058,5
"17231",47058,5
"17232",78274,5
"17233",78274,5
"17234",46049,4
"17235",5967,4
"17236",29667,6
"17237",74852,6
"17238",74852,6
"17239",34955,6
"17240",23493,5
"17241",55046,3
"17242",1253,3
"17243",1253,3
"17244",1253,3
"17245",27103,5
"17246",75816,5
"17247",82538,4
"17248",52269,4
"17249",27145,7
"17250",55299,6
"17251",18389,5
"17252",18389,5
"17253",23960,6
"17254",23960,6
"17255",23960,6
"17256",55258,7
"17257",55258,7
"17258",55258,7
"17259",55258,7
"17260",55258,7
"17261",25636,5
"17262",24880,6
"17263",24880,6
"17264",24880,6
"17265",24880,6
"17266",24880,6
"17267",94255,6
"17268",77851,5
"17269",77851,5
"17270",77851,5
"17271",77851,5
"17272",77851,5
"17273",100150,7
"17274",79379,5
"17275",4377,8
"17276",4377,8
"17277",4377,8
"17278",43205,5
"17279",43205,5
"17280",98862,6
"17281",66403,7
"17282",66403,7
"17283",66403,7
"17284",66403,7
"17285",41517,4
"17286",41517,4
"17287",41517,4
"17288",41517,4
"17289",41517,4
"17290",89389,3
"17291",74444,3
"17292",14735,8
"17293",80808,6
"17294",90948,7
"17295",25101,7
"17296",25101,7
"17297",25101,7
"17298",54232,4
"17299",82301,4
"17300",82301,4
"17301",82301,4
"17302",51284,6
"17303",51284,6
"17304",51284,6
"17305",51284,6
"17306",53145,7
"17307",14734,6
"17308",14734,6
"17309",14734,6
"17310",14734,6
"17311",20469,4
"17312",85330,6
"17313",29921,7
"17314",72393,4
"17315",72393,4
"17316",72393,4
"17317",90451,4
"17318",42352,5
"17319",62676,7
"17320",19442,4
"17321",19442,4
"17322",19442,4
"17323",19442,4
"17324",19442,4
"17325",11299,4
"17326",11299,4
"17327",11299,4
"17328",77495,5
"17329",77495,5
"17330",77495,5
"17331",15335,5
"17332",15335,5
"17333",15335,5
"17334",15335,5
"17335",15335,5
"17336",15335,5
"17337",42515,7
"17338",42515,7
"17339",70665,5
"17340",70665,5
"17341",70665,5
"17342",70665,5
"17343",70665,5
"17344",86196,6
"17345",86196,6
"17346",86196,6
"17347",32036,7
"17348",32036,7
"17349",36639,6
"17350",38886,6
"17351",23354,4
"17352",23354,4
"17353",30792,5
"17354",30792,5
"17355",30792,5
"17356",22775,6
"17357",52558,4
"17358",73259,7
"17359",90266,5
"17360",57757,9
"17361",57757,9
"17362",57757,9
"17363",57757,9
"17364",51447,7
"17365",72229,5
"17366",72229,5
"17367",72229,5
"17368",72229,5
"17369",84356,5
"17370",94121,7
"17371",94121,7
"17372",58742,7
"17373",10921,4
"17374",63737,4
"17375",63737,4
"17376",6987,7
"17377",6987,7
"17378",6987,7
"17379",6987,7
"17380",6987,7
"17381",6987,7
"17382",6987,7
"17383",50644,6
"17384",50644,6
"17385",50644,6
"17386",50644,6
"17387",50644,6
"17388",50644,6
"17389",50644,6
"17390",20631,5
"17391",20631,5
"17392",77728,4
"17393",77728,4
"17394",77728,4
"17395",43910,7
"17396",43910,7
"17397",76879,4
"17398",16413,6
"17399",60358,7
"17400",46505,5
"17401",90317,4
"17402",90317,4
"17403",26991,5
"17404",40848,8
"17405",17035,3
"17406",17035,3
"17407",17035,3
"17408",17035,3
"17409",17035,3
"17410",17035,3
"17411",61020,7
"17412",98920,5
"17413",27465,5
