"","unid","num_score"
"11509",35126,3
"11510",35126,3
"11511",55932,5
"11512",55932,5
"11513",6096,3
"11514",88887,4
"11515",72872,2
"11516",72872,2
"11517",52661,2
"11518",67140,7
"11519",69952,4
"11520",43476,5
"11521",74658,3
"11522",74658,3
"11523",74658,3
"11524",74658,3
"11525",69599,3
"11526",23385,4
"11527",23385,4
"11528",23385,4
"11529",5918,3
"11530",52695,2
"11531",32914,6
"11532",89071,3
"11533",81259,5
"11534",81259,5
"11535",81259,5
"11536",28654,4
"11537",62318,5
"11538",85442,2
"11539",85442,2
"11540",60139,3
"11541",60139,3
"11542",749,2
"11543",100824,3
"11544",100824,3
"11545",88121,7
"11546",21565,2
"11547",61430,3
"11548",74022,3
"11549",43935,4
"11550",49871,2
"11551",33914,8
"11552",33914,8
"11553",33914,8
"11554",33914,8
"11555",81614,4
"11556",89390,4
"11557",89390,4
"11558",89390,4
"11559",89390,4
"11560",48091,5
"11561",48091,5
"11562",48091,5
"11563",48091,5
"11564",28004,5
"11565",23274,6
"11566",23274,6
"11567",23274,6
"11568",23274,6
"11569",23274,6
"11570",73145,3
"11571",73145,3
"11572",73145,3
"11573",73145,3
"11574",51786,2
"11575",51786,2
"11576",12762,2
"11577",90979,2
"11578",90979,2
"11579",95534,5
"11580",95534,5
"11581",99936,2
"11582",99936,2
"11583",99936,2
"11584",88671,9
"11585",88671,9
"11586",99427,3
"11587",70820,3
"11588",49303,3
"11589",67646,2
"11590",12413,4
"11591",17235,2
"11592",32909,5
"11593",32909,5
"11594",89243,3
"11595",34123,3
"11596",34123,3
"11597",34123,3
"11598",59230,5
"11599",59230,5
"11600",83282,4
"11601",83282,4
"11602",88210,4
"11603",54052,6
"11604",54052,6
"11605",30992,4
"11606",30992,4
"11607",30992,4
"11608",30992,4
"11609",80134,5
"11610",39366,5
"11611",39366,5
"11612",67461,2
"11613",36105,4
"11614",27619,2
"11615",79201,4
"11616",79201,4
"11617",79201,4
"11618",79201,4
"11619",79201,4
"11620",93009,5
"11621",74746,5
"11622",74746,5
"11623",74746,5
"11624",74746,5
"11625",74746,5
"11626",51776,3
"11627",78869,5
"11628",78869,5
"11629",78869,5
"11630",78869,5
"11631",78869,5
"11632",78869,5
"11633",72656,4
"11634",81172,4
"11635",81172,4
"11636",98027,3
"11637",98027,3
"11638",98027,3
"11639",1710,3
"11640",18532,1
"11641",17764,2
"11642",31789,2
"11643",31789,2
"11644",31789,2
"11645",31789,2
"11646",89983,5
"11647",89983,5
"11648",81166,2
"11649",54338,4
"11650",36325,5
"11651",94158,4
"11652",94158,4
"11653",39924,4
"11654",65564,4
"11655",78469,7
"11656",78469,7
"11657",49026,3
"11658",49026,3
"11659",79736,3
"11660",52482,4
"11661",52482,4
"11662",52482,4
"11663",52482,4
"11664",37419,5
"11665",64510,4
"11666",64510,4
"11667",60165,6
"11668",38691,4
"11669",38691,4
"11670",38691,4
"11671",100073,2
"11672",29147,4
"11673",29147,4
"11674",29147,4
"11675",19189,6
"11676",11257,5
"11677",11257,5
"11678",40942,4
"11679",40942,4
"11680",82728,7
"11681",11201,4
"11682",23778,4
"11683",96678,4
"11684",96678,4
"11685",96678,4
"11686",60278,4
"11687",81240,6
"11688",81240,6
"11689",28249,1
"11690",28249,1
"11691",28249,1
"11692",6029,3
"11693",67596,3
"11694",54357,4
"11695",39558,3
"11696",55158,5
"11697",21042,3
"11698",59658,4
"11699",55998,2
"11700",55998,2
"11701",47942,4
"11702",46645,2
"11703",24046,10
"11704",24046,10
"11705",67194,1
"11706",67194,1
"11707",67194,1
"11708",67194,1
"11709",50204,3
"11710",39741,1
"11711",39741,1
"11712",19335,4
"11713",66088,2
"11714",41184,3
"11715",41184,3
"11716",41184,3
"11717",93464,4
"11718",82029,3
"11719",92367,2
"11720",97755,2
"11721",97755,2
"11722",97755,2
"11723",97755,2
"11724",37023,4
"11725",37023,4
"11726",52152,6
"11727",10783,3
"11728",93533,3
"11729",93533,3
"11730",93533,3
"11731",93533,3
"11732",93533,3
"11733",93533,3
"11734",47293,2
"11735",7057,3
"11736",7057,3
"11737",937,3
"11738",58311,5
"11739",61142,3
"11740",61142,3
"11741",61142,3
"11742",61142,3
"11743",101158,4
"11744",101158,4
"11745",39715,8
"11746",59781,3
"11747",59781,3
"11748",59781,3
"11749",59781,3
"11750",59781,3
"11751",59781,3
"11752",99964,3
"11753",1349,2
"11754",19617,6
"11755",85831,4
"11756",85831,4
"11757",85831,4
"11758",85831,4
"11759",85831,4
"11760",85831,4
"11761",85831,4
"11762",32936,5
"11763",32936,5
"11764",32936,5
"11765",32936,5
"11766",32936,5
"11767",32936,5
"11768",43309,3
"11769",43309,3
"11770",89611,4
"11771",89611,4
"11772",95458,4
"11773",65513,6
"11774",4665,3
"11775",17736,3
"11776",89285,4
"11777",17373,2
"11778",17373,2
"11779",17373,2
"11780",81072,3
"11781",81072,3
"11782",38624,4
"11783",38624,4
"11784",38624,4
"11785",38624,4
"11786",38624,4
"11787",15328,2
"11788",15328,2
"11789",87865,3
"11790",87865,3
"11791",87865,3
"11792",93973,2
"11793",39539,3
"11794",13840,3
"11795",13840,3
"11796",71768,6
"11797",71768,6
"11798",71768,6
"11799",81849,3
"11800",40341,2
"11801",48589,4
"11802",48589,4
"11803",83305,3
"11804",84358,3
"11805",84358,3
"11806",84358,3
"11807",84358,3
"11808",36035,3
"11809",36035,3
"11810",20060,2
"11811",20060,2
"11812",14818,5
"11813",26707,2
"11814",26707,2
"11815",26707,2
"11816",29107,5
"11817",13553,2
"11818",13553,2
"11819",82018,4
"11820",46079,3
"11821",46079,3
"11822",46079,3
"11823",27891,2
"11824",27891,2
"11825",27891,2
"11826",85607,2
"11827",85607,2
"11828",11503,4
"11829",41898,3
"11830",49946,4
"11831",68080,1
"11832",46007,3
"11833",46007,3
"11834",46007,3
"11835",46007,3
"11836",54860,1
"11837",100108,2
"11838",100108,2
"11839",79711,3
"11840",79711,3
"11841",75848,3
"11842",75848,3
"11843",38761,5
"11844",77666,3
"11845",77666,3
"11846",24050,4
"11847",24050,4
"11848",24050,4
"11849",24050,4
"11850",76927,4
"11851",18314,6
"11852",9237,4
"11853",4388,2
"11854",6402,4
"11855",82776,2
"11856",82776,2
"11857",87745,6
"11858",87745,6
"11859",87745,6
"11860",87745,6
"11861",13203,4
"11862",13203,4
"11863",57623,4
"11864",57623,4
"11865",57623,4
"11866",57623,4
"11867",57623,4
"11868",57623,4
"11869",54517,3
"11870",35971,3
"11871",35971,3
"11872",7550,4
"11873",37367,2
"11874",41194,3
"11875",41194,3
"11876",41194,3
"11877",41194,3
"11878",41194,3
"11879",57486,3
"11880",57486,3
"11881",70444,4
"11882",70444,4
"11883",70444,4
"11884",22593,4
"11885",11036,3
"11886",25092,4
"11887",25092,4
"11888",89053,3
"11889",89053,3
"11890",89053,3
"11891",47215,3
"11892",47215,3
"11893",47215,3
"11894",92471,4
"11895",29717,2
"11896",29717,2
"11897",46369,5
"11898",46369,5
"11899",46369,5
"11900",28555,3
"11901",69217,3
"11902",60507,1
"11903",60507,1
"11904",60507,1
"11905",60507,1
"11906",60507,1
"11907",20641,6
"11908",20641,6
"11909",41976,4
"11910",92702,3
"11911",88052,4
"11912",44273,4
"11913",2365,5
"11914",39641,3
"11915",6530,5
"11916",19859,3
"11917",25862,2
"11918",25862,2
"11919",25862,2
"11920",86099,3
"11921",86099,3
"11922",86099,3
"11923",86099,3
"11924",23725,4
"11925",23725,4
"11926",65892,2
"11927",63198,3
"11928",85346,3
"11929",10113,1
"11930",10113,1
"11931",10113,1
"11932",86970,5
"11933",63408,3
"11934",63408,3
"11935",67116,4
"11936",67116,4
"11937",15128,2
"11938",92289,4
"11939",92289,4
"11940",90871,4
"11941",90871,4
"11942",11167,4
"11943",11167,4
"11944",11167,4
"11945",11167,4
"11946",86683,3
"11947",86683,3
"11948",17132,7
"11949",18575,5
"11950",42168,3
"11951",59804,7
"11952",59804,7
"11953",59804,7
"11954",59804,7
"11955",59804,7
"11956",37978,3
"11957",37978,3
"11958",57706,4
"11959",56154,5
"11960",41535,4
"11961",41535,4
"11962",41535,4
"11963",45259,2
"11964",10176,3
"11965",51757,2
"11966",67203,3
"11967",67203,3
"11968",67203,3
"11969",91076,8
"11970",91076,8
"11971",91076,8
"11972",91076,8
"11973",91076,8
"11974",24171,6
"11975",70513,2
"11976",32879,5
"11977",32879,5
"11978",66030,4
"11979",10247,3
"11980",46776,4
"11981",46776,4
"11982",81141,5
"11983",81141,5
"11984",25232,2
"11985",16269,2
"11986",16269,2
"11987",16269,2
"11988",85907,4
"11989",74216,3
"11990",88657,3
"11991",34331,2
"11992",34331,2
"11993",23757,5
"11994",23757,5
"11995",23757,5
"11996",23757,5
"11997",23757,5
"11998",18265,3
"11999",18265,3
"12000",18265,3
"12001",64110,1
"12002",64110,1
"12003",86793,2
"12004",86793,2
"12005",46057,3
"12006",63038,4
"12007",63038,4
"12008",13319,4
"12009",78901,4
"12010",83735,4
"12011",52420,5
"12012",52420,5
"12013",52420,5
"12014",52420,5
"12015",52420,5
"12016",44916,4
"12017",44916,4
"12018",44916,4
"12019",27774,3
"12020",27774,3
"12021",27774,3
"12022",27774,3
"12023",27774,3
"12024",10572,3
"12025",45928,4
"12026",45928,4
"12027",99853,4
"12028",99853,4
"12029",78707,3
"12030",78707,3
"12031",78707,3
"12032",78707,3
"12033",78707,3
"12034",78707,3
"12035",64805,1
"12036",56555,4
"12037",37729,5
"12038",13205,5
"12039",13205,5
"12040",7901,4
"12041",7901,4
"12042",7901,4
"12043",28711,2
"12044",28711,2
"12045",28711,2
"12046",86394,6
"12047",59862,5
"12048",35383,3
"12049",35383,3
"12050",35383,3
"12051",76127,1
"12052",76127,1
"12053",76127,1
"12054",3252,3
"12055",3252,3
"12056",3252,3
"12057",3252,3
"12058",3252,3
"12059",3252,3
"12060",26637,7
"12061",46474,4
"12062",46474,4
"12063",35565,2
"12064",62698,4
"12065",62698,4
"12066",62698,4
"12067",35391,3
"12068",63417,4
"12069",63417,4
"12070",9592,3
"12071",9592,3
"12072",80905,3
"12073",4884,6
"12074",72921,3
"12075",72921,3
"12076",66625,3
"12077",74656,4
"12078",74656,4
"12079",49505,4
"12080",49505,4
"12081",49505,4
"12082",49505,4
"12083",49505,4
"12084",49505,4
"12085",57671,3
"12086",57671,3
"12087",57671,3
"12088",57671,3
"12089",42235,3
"12090",48137,3
"12091",62642,5
"12092",62642,5
"12093",62642,5
"12094",62642,5
"12095",62642,5
"12096",66839,4
"12097",66839,4
"12098",66839,4
"12099",66839,4
"12100",66839,4
"12101",72632,3
"12102",72632,3
"12103",72632,3
"12104",3866,4
"12105",3866,4
"12106",40924,2
"12107",86308,3
"12108",86308,3
"12109",86308,3
"12110",86308,3
"12111",22301,2
"12112",22301,2
"12113",18391,4
"12114",18391,4
"12115",18391,4
"12116",27820,3
"12117",27820,3
"12118",27820,3
"12119",7136,2
"12120",26324,2
"12121",53659,4
"12122",53659,4
"12123",53659,4
"12124",53659,4
"12125",33217,4
"12126",33217,4
"12127",33217,4
"12128",33217,4
"12129",60947,6
"12130",93943,4
"12131",65882,3
"12132",65882,3
"12133",28890,4
"12134",28890,4
"12135",28890,4
"12136",28890,4
"12137",80451,3
"12138",18798,7
"12139",94141,3
"12140",34387,6
"12141",30878,3
"12142",30878,3
"12143",35499,4
"12144",35499,4
"12145",97931,4
"12146",97931,4
"12147",97931,4
"12148",97931,4
"12149",97931,4
"12150",13269,2
"12151",72841,2
"12152",44804,4
"12153",44804,4
"12154",44804,4
"12155",58879,3
"12156",95037,4
"12157",95037,4
"12158",59349,2
"12159",59349,2
"12160",75250,3
"12161",88647,5
"12162",41116,2
"12163",20369,1
"12164",20369,1
"12165",20369,1
"12166",20369,1
"12167",20369,1
"12168",42948,3
"12169",42948,3
"12170",57558,5
"12171",57558,5
"12172",43107,4
"12173",45400,3
"12174",13445,2
"12175",36419,5
"12176",47302,3
"12177",73648,5
"12178",88919,5
"12179",88919,5
"12180",88919,5
"12181",99460,4
"12182",99460,4
"12183",99460,4
"12184",99460,4
"12185",99460,4
"12186",99460,4
"12187",99460,4
"12188",99460,4
"12189",99460,4
"12190",73079,3
"12191",73079,3
"12192",73079,3
"12193",73079,3
"12194",73079,3
"12195",73079,3
"12196",67971,2
"12197",48273,3
"12198",3873,2
"12199",3873,2
"12200",3873,2
"12201",3873,2
"12202",67299,3
"12203",67299,3
"12204",67299,3
"12205",67299,3
"12206",30069,3
"12207",55008,3
"12208",45445,3
"12209",45445,3
"12210",21237,4
"12211",32200,3
"12212",42143,5
"12213",93864,2
"12214",91210,5
"12215",14502,3
"12216",68527,3
"12217",68527,3
"12218",48498,2
"12219",39648,2
"12220",18769,4
"12221",18769,4
"12222",17415,5
"12223",17009,5
"12224",56108,2
"12225",56108,2
"12226",56108,2
"12227",56108,2
"12228",26399,5
"12229",26399,5
"12230",26399,5
"12231",26399,5
"12232",26399,5
"12233",64339,1
"12234",2641,2
"12235",67317,2
"12236",97060,3
"12237",70319,3
"12238",92813,4
"12239",92813,4
"12240",49378,3
"12241",90679,4
"12242",21273,4
"12243",21273,4
"12244",21273,4
"12245",21273,4
"12246",21273,4
"12247",67564,4
"12248",67564,4
"12249",37826,2
"12250",48528,2
"12251",48528,2
"12252",48528,2
"12253",48528,2
"12254",49272,5
"12255",49272,5
"12256",26398,2
"12257",52147,5
"12258",7813,4
"12259",7813,4
"12260",7813,4
"12261",59748,7
"12262",14314,4
"12263",3030,4
"12264",70347,2
"12265",70347,2
"12266",70347,2
"12267",70347,2
"12268",50640,4
"12269",50640,4
"12270",59807,3
"12271",59807,3
"12272",37422,2
"12273",37422,2
"12274",37422,2
"12275",37422,2
"12276",16150,3
"12277",28119,2
"12278",28119,2
"12279",60444,3
"12280",60444,3
"12281",60444,3
"12282",21835,2
"12283",21835,2
"12284",18772,4
"12285",35204,2
"12286",39493,4
"12287",39493,4
"12288",64068,4
"12289",56478,3
"12290",56478,3
"12291",56478,3
"12292",56478,3
"12293",75901,3
"12294",15844,3
"12295",74055,3
"12296",20151,2
"12297",67322,5
"12298",67322,5
"12299",34366,4
"12300",37570,3
"12301",37570,3
"12302",16376,5
"12303",97297,2
"12304",87633,5
"12305",61669,3
"12306",6427,3
"12307",6427,3
"12308",6427,3
"12309",6427,3
"12310",28707,5
"12311",28707,5
"12312",28707,5
"12313",28707,5
"12314",28707,5
"12315",28707,5
"12316",28707,5
"12317",99599,1
"12318",99599,1
"12319",99599,1
"12320",50092,3
"12321",28947,3
"12322",28947,3
"12323",39414,3
"12324",56572,5
"12325",88797,4
"12326",50776,3
"12327",56454,5
"12328",56454,5
"12329",81956,4
"12330",81956,4
"12331",57819,4
"12332",57819,4
"12333",63397,4
"12334",63397,4
"12335",63397,4
"12336",24351,2
"12337",24351,2
"12338",86910,2
"12339",86910,2
"12340",36578,5
"12341",1628,4
"12342",1628,4
"12343",1628,4
"12344",1628,4
"12345",1628,4
"12346",34465,3
"12347",47636,5
"12348",47636,5
"12349",47636,5
"12350",33228,4
"12351",60399,6
"12352",60399,6
"12353",16273,1
"12354",11998,3
"12355",23667,4
"12356",57782,3
"12357",53568,3
"12358",53568,3
"12359",57141,6
"12360",57141,6
"12361",33612,4
"12362",56407,4
"12363",56407,4
"12364",56407,4
"12365",52155,4
"12366",52155,4
"12367",29878,2
"12368",46275,4
"12369",46275,4
"12370",40292,5
"12371",40292,5
"12372",72429,4
"12373",72429,4
"12374",24691,4
"12375",18747,2
"12376",81587,4
"12377",17795,2
"12378",87359,6
"12379",20532,3
"12380",20532,3
"12381",20532,3
"12382",61052,1
"12383",61052,1
"12384",61052,1
"12385",61052,1
"12386",61052,1
"12387",61052,1
"12388",17678,4
"12389",17678,4
"12390",25990,3
"12391",90388,2
"12392",88321,2
"12393",59917,5
"12394",1938,3
"12395",98630,3
"12396",83214,2
"12397",83214,2
"12398",83214,2
"12399",83214,2
"12400",66016,6
"12401",60742,2
"12402",46067,2
"12403",46067,2
"12404",49627,1
"12405",40344,3
"12406",40344,3
"12407",14250,5
"12408",96644,3
"12409",86547,3
"12410",44068,2
"12411",2607,1
"12412",40428,2
"12413",83457,1
"12414",83457,1
"12415",83457,1
"12416",77664,3
"12417",91648,5
"12418",91648,5
"12419",5680,3
"12420",59790,2
"12421",88432,5
"12422",88432,5
"12423",88432,5
"12424",88432,5
"12425",15145,4
"12426",97843,3
"12427",29093,5
"12428",23477,2
"12429",23477,2
"12430",23477,2
"12431",98655,4
"12432",98655,4
"12433",98655,4
"12434",67012,2
"12435",67012,2
"12436",56447,5
"12437",56447,5
"12438",56447,5
"12439",71773,4
"12440",71773,4
"12441",71773,4
"12442",24002,5
"12443",24002,5
"12444",24002,5
"12445",24002,5
"12446",86517,7
"12447",86517,7
"12448",86517,7
"12449",64016,2
"12450",19471,2
"12451",19471,2
"12452",19471,2
"12453",19471,2
"12454",19471,2
"12455",68812,5
"12456",68812,5
"12457",68812,5
"12458",68812,5
"12459",68812,5
"12460",68812,5
"12461",2099,1
"12462",2099,1
"12463",7245,3
"12464",15088,2
"12465",87926,2
"12466",87926,2
"12467",93162,3
"12468",27730,2
"12469",26357,2
"12470",98604,2
"12471",98604,2
"12472",98604,2
"12473",66956,1
"12474",26705,1
"12475",56147,4
"12476",56147,4
"12477",56147,4
"12478",10835,3
"12479",10835,3
"12480",66936,2
"12481",48069,8
"12482",48069,8
"12483",48069,8
"12484",48069,8
"12485",48069,8
"12486",76414,3
"12487",76414,3
"12488",70125,1
"12489",97733,2
"12490",74260,2
"12491",74260,2
"12492",74260,2
"12493",58829,4
"12494",87799,3
"12495",75808,4
"12496",75808,4
"12497",43936,3
"12498",43936,3
"12499",43936,3
"12500",43936,3
"12501",66136,3
"12502",66136,3
"12503",66136,3
"12504",46031,1
"12505",21909,3
"12506",21909,3
"12507",78653,3
"12508",78653,3
"12509",23426,5
"12510",23426,5
"12511",23426,5
"12512",99946,6
"12513",59407,3
"12514",59407,3
"12515",59407,3
"12516",59407,3
"12517",59407,3
"12518",36376,2
"12519",36376,2
"12520",67576,2
"12521",14921,3
"12522",14921,3
"12523",72234,2
"12524",43288,3
"12525",67933,4
"12526",67933,4
"12527",67933,4
"12528",75927,3
"12529",65780,4
"12530",65780,4
"12531",65780,4
"12532",65780,4
"12533",34898,6
"12534",34898,6
"12535",34898,6
"12536",43828,3
"12537",43828,3
"12538",78406,3
"12539",78406,3
"12540",78406,3
"12541",76059,4
"12542",76059,4
"12543",43504,4
"12544",43504,4
"12545",63593,3
"12546",94902,3
"12547",52456,1
"12548",8776,2
"12549",8776,2
"12550",8776,2
"12551",74718,6
"12552",38363,4
"12553",38363,4
"12554",31387,2
"12555",86679,2
"12556",87058,3
"12557",29916,4
"12558",25087,2
"12559",61463,2
"12560",81680,4
"12561",81680,4
"12562",71806,4
"12563",44405,3
"12564",57809,3
"12565",62024,5
"12566",14496,4
"12567",14496,4
"12568",92060,5
"12569",88209,3
"12570",88209,3
"12571",88712,5
"12572",88712,5
"12573",60144,3
"12574",60144,3
"12575",60144,3
"12576",60144,3
"12577",60144,3
"12578",99370,3
"12579",55188,2
"12580",55188,2
"12581",55188,2
"12582",6253,3
"12583",6253,3
"12584",6253,3
"12585",6253,3
"12586",20467,5
"12587",7162,4
"12588",8739,4
"12589",49136,4
"12590",49136,4
"12591",49136,4
"12592",49136,4
"12593",49136,4
"12594",56708,2
"12595",36446,3
"12596",36446,3
"12597",8514,3
"12598",8514,3
"12599",74238,4
"12600",43645,6
"12601",50052,5
"12602",11651,6
"12603",65904,5
"12604",65904,5
"12605",47068,4
"12606",72306,4
"12607",23093,1
"12608",23093,1
"12609",48078,3
"12610",48078,3
"12611",48078,3
"12612",48078,3
"12613",71722,3
"12614",71722,3
"12615",71722,3
"12616",71722,3
"12617",71722,3
"12618",25689,6
"12619",81837,3
"12620",81837,3
"12621",30912,5
"12622",46291,4
"12623",7510,3
"12624",38035,6
"12625",72425,3
"12626",72425,3
"12627",27731,3
"12628",17363,2
"12629",49882,4
"12630",95146,5
"12631",95146,5
"12632",60200,4
"12633",60200,4
"12634",66601,1
"12635",55449,6
"12636",50552,5
"12637",50552,5
"12638",50552,5
"12639",50552,5
"12640",50552,5
"12641",42968,4
"12642",42968,4
"12643",42968,4
"12644",56748,4
"12645",90148,3
"12646",90148,3
"12647",97752,4
"12648",97752,4
"12649",60674,3
"12650",60674,3
"12651",60674,3
"12652",14229,5
"12653",38650,8
"12654",10806,4
"12655",83374,3
"12656",83374,3
"12657",41388,2
"12658",41131,6
"12659",41131,6
"12660",41131,6
"12661",41131,6
"12662",41131,6
"12663",41131,6
"12664",28354,5
"12665",84132,4
"12666",65717,6
"12667",65717,6
"12668",65717,6
"12669",14942,2
"12670",14942,2
"12671",58605,5
"12672",58605,5
"12673",10702,3
"12674",5029,3
"12675",5029,3
"12676",5029,3
"12677",5029,3
"12678",5029,3
"12679",67522,5
"12680",51073,3
"12681",51073,3
"12682",70113,3
"12683",70113,3
"12684",70113,3
"12685",33320,6
"12686",33320,6
"12687",33320,6
"12688",33320,6
"12689",33320,6
"12690",55918,6
"12691",55918,6
"12692",55918,6
"12693",48133,2
"12694",48133,2
"12695",60093,4
"12696",60093,4
"12697",74996,2
"12698",74996,2
"12699",51504,3
"12700",51504,3
"12701",51504,3
"12702",37009,3
"12703",37009,3
"12704",37009,3
"12705",58106,3
"12706",94008,2
"12707",57430,4
"12708",57430,4
"12709",57430,4
"12710",57430,4
"12711",96938,5
"12712",68735,3
"12713",68735,3
"12714",39286,3
"12715",39286,3
"12716",37051,2
"12717",31870,3
"12718",9999,2
"12719",67697,6
"12720",70224,4
"12721",70224,4
"12722",83916,5
"12723",92820,3
"12724",92820,3
"12725",75903,2
"12726",75903,2
"12727",75903,2
"12728",75903,2
"12729",38018,4
"12730",38018,4
"12731",38018,4
"12732",47956,3
"12733",84880,2
"12734",81001,5
"12735",59358,3
"12736",59358,3
"12737",47204,4
"12738",47204,4
"12739",47204,4
"12740",47204,4
"12741",47204,4
"12742",54850,4
"12743",42794,4
"12744",42794,4
"12745",42794,4
"12746",42794,4
"12747",13210,2
"12748",13210,2
"12749",13210,2
"12750",41991,5
"12751",41991,5
"12752",41991,5
"12753",65290,3
"12754",60764,3
"12755",60764,3
"12756",60764,3
"12757",53263,2
"12758",98185,5
"12759",25173,4
"12760",13512,3
"12761",13512,3
"12762",13512,3
"12763",82552,4
"12764",95045,2
"12765",9966,2
"12766",9966,2
"12767",9966,2
"12768",71919,3
"12769",71919,3
"12770",83677,3
"12771",46939,4
"12772",46939,4
"12773",20018,3
"12774",39480,1
"12775",86847,3
"12776",25894,2
"12777",82345,4
"12778",63274,4
"12779",63274,4
"12780",65326,5
"12781",62300,5
"12782",63889,2
"12783",62628,3
"12784",62628,3
"12785",27392,2
"12786",54513,2
"12787",54513,2
"12788",54513,2
"12789",54513,2
"12790",54513,2
"12791",54513,2
"12792",48016,6
"12793",76458,1
"12794",76458,1
"12795",76458,1
"12796",51947,4
"12797",78567,3
"12798",47468,5
"12799",31171,1
"12800",17583,3
"12801",62257,4
"12802",32808,5
"12803",60064,2
"12804",99501,3
"12805",99501,3
"12806",99501,3
"12807",53873,3
"12808",44158,3
"12809",54970,3
"12810",54970,3
"12811",54970,3
"12812",47033,4
"12813",47460,6
"12814",47460,6
"12815",47460,6
"12816",13029,3
"12817",13029,3
"12818",37828,4
"12819",73236,2
"12820",99930,4
"12821",99930,4
"12822",62449,3
"12823",62449,3
"12824",52286,4
"12825",52286,4
"12826",52286,4
"12827",52286,4
"12828",46136,4
"12829",46136,4
"12830",26657,4
"12831",47735,4
"12832",68917,5
"12833",68917,5
"12834",95070,2
"12835",10218,2
"12836",10218,2
"12837",10218,2
"12838",10218,2
"12839",10218,2
"12840",56758,3
"12841",56758,3
"12842",56758,3
"12843",56758,3
"12844",80246,2
"12845",80246,2
"12846",80246,2
"12847",80246,2
"12848",80246,2
"12849",5648,5
"12850",27045,5
"12851",46020,5
"12852",46020,5
"12853",31518,1
"12854",57529,7
"12855",57529,7
"12856",75791,4
"12857",63041,3
"12858",81042,5
"12859",81042,5
"12860",64161,4
"12861",9409,3
"12862",9409,3
"12863",23309,4
"12864",36469,4
"12865",36469,4
"12866",36469,4
"12867",101321,4
"12868",17315,3
"12869",57392,5
"12870",57392,5
"12871",57392,5
"12872",57392,5
"12873",57392,5
"12874",54411,2
"12875",54411,2
"12876",45491,5
"12877",45491,5
"12878",45491,5
"12879",64002,2
"12880",64002,2
"12881",64002,2
"12882",64002,2
"12883",48629,4
"12884",48629,4
"12885",48629,4
"12886",48629,4
"12887",67385,6
"12888",67385,6
"12889",67385,6
"12890",75468,3
"12891",80356,5
"12892",80356,5
"12893",80356,5
"12894",7370,6
"12895",7370,6
"12896",7370,6
"12897",20021,1
"12898",20021,1
"12899",20021,1
"12900",58660,5
"12901",45991,2
"12902",45991,2
"12903",45991,2
"12904",45991,2
"12905",97151,4
"12906",92297,2
"12907",92297,2
"12908",20389,4
"12909",20389,4
"12910",5093,3
"12911",5093,3
"12912",86887,1
"12913",55717,2
"12914",32179,4
"12915",95807,5
"12916",95807,5
"12917",95807,5
"12918",70284,2
"12919",75656,4
"12920",4626,6
"12921",4626,6
"12922",70954,3
"12923",70954,3
"12924",70954,3
"12925",33047,4
"12926",33047,4
"12927",97199,4
"12928",40789,3
"12929",37625,4
"12930",17150,5
"12931",17150,5
"12932",29926,4
"12933",93134,5
"12934",93134,5
"12935",59922,4
"12936",86457,4
"12937",8318,5
"12938",8318,5
"12939",8318,5
"12940",90557,3
"12941",19784,8
"12942",11706,2
"12943",46725,4
"12944",65061,5
"12945",9944,4
"12946",9944,4
"12947",19954,3
"12948",55606,5
"12949",73372,4
"12950",24639,3
"12951",24639,3
"12952",84206,2
"12953",4714,3
"12954",9330,3
"12955",46834,4
"12956",46834,4
"12957",31289,2
"12958",84867,3
"12959",84867,3
"12960",24311,5
"12961",24311,5
"12962",93457,6
"12963",93457,6
"12964",61731,4
"12965",55709,4
"12966",55709,4
"12967",75436,4
"12968",75436,4
"12969",75436,4
"12970",64963,3
"12971",64963,3
"12972",13255,6
"12973",13255,6
"12974",52036,1
"12975",79448,3
"12976",79448,3
"12977",79448,3
"12978",50151,4
"12979",50151,4
"12980",50151,4
"12981",63673,4
"12982",63673,4
"12983",63673,4
"12984",6894,8
"12985",6894,8
"12986",6894,8
"12987",6894,8
"12988",84426,2
"12989",84426,2
"12990",74887,4
"12991",89332,1
"12992",89538,3
"12993",63925,5
"12994",18844,2
"12995",51639,6
"12996",51639,6
"12997",51639,6
"12998",14675,5
"12999",14675,5
"13000",53442,3
"13001",61988,2
"13002",61988,2
"13003",5692,4
"13004",61837,2
"13005",61837,2
"13006",61837,2
"13007",37390,4
"13008",20679,3
"13009",84037,6
"13010",28044,5
"13011",68152,5
"13012",88974,4
"13013",32075,4
"13014",32075,4
"13015",32075,4
"13016",87701,4
"13017",27840,6
"13018",27840,6
"13019",27840,6
"13020",88300,3
"13021",31048,7
"13022",31048,7
"13023",36433,3
"13024",36433,3
"13025",51136,6
"13026",51464,3
"13027",51464,3
"13028",82415,2
"13029",82415,2
"13030",47324,3
"13031",38284,4
"13032",80645,3
"13033",79041,2
"13034",100279,7
"13035",74220,2
"13036",74220,2
"13037",74220,2
"13038",74220,2
"13039",4167,3
"13040",4167,3
"13041",4167,3
"13042",28321,3
"13043",28321,3
"13044",38510,2
"13045",4152,7
"13046",4152,7
"13047",23516,5
"13048",23516,5
"13049",23516,5
"13050",81635,3
"13051",81635,3
"13052",81635,3
"13053",81635,3
"13054",81635,3
"13055",16704,3
"13056",16704,3
"13057",16704,3
"13058",16704,3
"13059",83163,4
"13060",83163,4
"13061",69974,4
"13062",36210,6
