"","unid","grit_score"
"32696",1942,5
"32697",10503,8
"32698",32225,8
"32699",32225,3
"32700",70172,8
"32701",70172,0
"32702",12530,4
"32703",12530,5
"32704",93535,8
"32705",93535,2
"32706",93535,4
"32707",45355,7
"32708",45355,8
"32709",9971,8
"32710",4774,0
"32711",102384,4
"32712",102384,9
"32713",102384,7
"32714",38981,2
"32715",81703,1
"32716",98724,3
"32717",89288,9
"32718",89288,2
"32719",80166,5
"32720",80166,6
"32721",84818,4
"32722",67320,4
"32723",67320,1
"32724",67320,7
"32725",47244,2
"32726",99753,9
"32727",72699,0
"32728",10433,7
"32729",25519,2
"32730",46609,4
"32731",22002,0
"32732",38430,6
"32733",57608,4
"32734",57608,4
"32735",62899,3
"32736",62899,4
"32737",62899,7
"32738",30759,2
"32739",92585,7
"32740",88873,2
"32741",35149,3
"32742",93807,4
"32743",39193,0
"32744",28493,3
"32745",28493,8
"32746",28493,1
"32747",55573,4
"32748",75737,9
"32749",13472,0
"32750",13472,2
"32751",81229,5
"32752",70693,5
"32753",70693,8
"32754",69792,8
"32755",51633,8
"32756",95197,0
"32757",63803,8
"32758",14147,3
"32759",12734,4
"32760",17348,9
"32761",92266,8
"32762",48192,7
"32763",44431,2
"32764",66070,7
"32765",66070,6
"32766",19810,9
"32767",41803,2
"32768",11728,6
"32769",34154,4
"32770",34154,4
"32771",54113,6
"32772",54113,9
"32773",75616,8
"32774",45362,7
"32775",75947,1
"32776",81316,4
"32777",96827,7
"32778",38986,4
"32779",38986,5
"32780",38986,3
"32781",38986,4
"32782",38986,7
"32783",3931,4
"32784",3931,7
"32785",3931,1
"32786",3931,0
"32787",3931,6
"32788",36698,0
"32789",2110,7
"32790",67967,0
"32791",58956,6
"32792",69656,8
"32793",39144,0
"32794",39144,8
"32795",27211,8
"32796",27211,0
"32797",13703,5
"32798",15581,3
"32799",94985,7
"32800",94985,0
"32801",101087,1
"32802",101087,9
"32803",70174,9
"32804",70174,9
"32805",38298,4
"32806",2907,9
"32807",88994,2
"32808",88994,1
"32809",101076,2
"32810",29015,8
"32811",29015,5
"32812",58046,2
"32813",32479,1
"32814",36973,8
"32815",58784,8
"32816",58784,2
"32817",61904,1
"32818",61904,8
"32819",59628,6
"32820",58786,4
"32821",87268,0
"32822",64074,2
"32823",64074,6
"32824",68583,3
"32825",68583,8
"32826",68583,9
"32827",44898,3
"32828",24918,8
"32829",50150,4
"32830",96025,9
"32831",26174,2
"32832",66310,6
"32833",35002,3
"32834",11681,9
"32835",11681,9
"32836",37229,0
"32837",37229,4
"32838",21968,6
"32839",32238,4
"32840",32238,0
"32841",32238,0
"32842",32238,8
"32843",32238,0
"32844",64142,3
"32845",64142,7
"32846",18483,8
"32847",91215,8
"32848",91215,5
"32849",91215,5
"32850",91215,7
"32851",24617,1
"32852",94188,8
"32853",94188,3
"32854",29122,1
"32855",98170,1
"32856",31135,6
"32857",28101,1
"32858",34411,3
"32859",34411,3
"32860",34411,6
"32861",9157,5
"32862",9157,8
"32863",9157,8
"32864",9157,0
"32865",28557,2
"32866",10772,3
"32867",90647,6
"32868",74159,7
"32869",74159,5
"32870",74159,1
"32871",47431,6
"32872",75601,0
"32873",85219,8
"32874",73017,9
"32875",65059,6
"32876",65059,6
"32877",65059,4
"32878",65059,3
"32879",15185,4
"32880",56513,7
"32881",39228,8
"32882",79933,1
"32883",68585,9
"32884",39078,1
"32885",1959,2
"32886",1959,6
"32887",1959,0
"32888",96993,3
"32889",96993,8
"32890",73309,3
"32891",73309,9
"32892",98467,0
"32893",28311,9
"32894",79067,4
"32895",71460,8
"32896",72239,1
"32897",4201,0
"32898",65836,2
"32899",84704,0
"32900",84704,1
"32901",84704,8
"32902",84704,9
"32903",84704,2
"32904",57379,3
"32905",94733,0
"32906",94733,7
"32907",94733,9
"32908",69914,3
"32909",99495,5
"32910",28580,4
"32911",93660,9
"32912",93660,3
"32913",93660,9
"32914",17081,2
"32915",17081,7
"32916",17081,3
"32917",17081,0
"32918",49336,4
"32919",49336,7
"32920",8505,9
"32921",98699,3
"32922",11066,6
"32923",50485,5
"32924",1362,2
"32925",1362,9
"32926",43841,7
"32927",43841,6
"32928",43841,1
"32929",2919,4
"32930",97052,9
"32931",70579,3
"32932",4288,5
"32933",87976,5
"32934",81608,0
"32935",81608,7
"32936",81608,1
"32937",21635,4
"32938",50132,8
"32939",50132,2
"32940",90361,3
"32941",90361,4
"32942",49714,6
"32943",97965,8
"32944",77046,6
"32945",77046,2
"32946",79486,5
"32947",58919,5
"32948",6318,6
"32949",15091,4
"32950",9458,8
"32951",87949,7
"32952",80067,2
"32953",80067,4
"32954",41805,6
"32955",33049,9
"32956",33049,4
"32957",33049,1
"32958",33049,6
"32959",33049,0
"32960",20233,1
"32961",33497,1
"32962",33497,2
"32963",71903,1
"32964",71903,3
"32965",48503,0
"32966",30142,4
"32967",30142,0
"32968",35301,1
"32969",35301,7
"32970",76644,8
"32971",80274,2
"32972",42251,7
"32973",17504,3
"32974",69907,9
"32975",69907,0
"32976",69907,3
"32977",52208,3
"32978",9342,8
"32979",9342,4
"32980",22984,4
"32981",22984,9
"32982",22984,7
"32983",22984,6
"32984",7871,1
"32985",81404,7
"32986",4631,1
"32987",6696,5
"32988",95453,7
"32989",87470,8
"32990",88285,7
"32991",60052,9
"32992",60052,2
"32993",90089,2
"32994",7634,4
"32995",7634,8
"32996",53445,4
"32997",28993,9
"32998",13040,3
"32999",13040,2
"33000",13040,5
"33001",63163,3
"33002",1263,8
"33003",36528,9
"33004",36528,2
"33005",36528,2
"33006",14069,8
"33007",56519,3
"33008",54362,4
"33009",71359,6
"33010",28660,4
"33011",64563,0
"33012",64563,6
"33013",90205,3
"33014",91792,4
"33015",97841,9
"33016",97841,4
"33017",97841,5
"33018",99517,5
"33019",64210,3
"33020",79952,8
"33021",29920,3
"33022",25429,2
"33023",25429,6
"33024",25429,5
"33025",25429,3
"33026",25429,7
"33027",71529,1
"33028",71182,7
"33029",20951,2
"33030",20951,8
"33031",4922,4
"33032",28110,0
"33033",58862,2
"33034",19329,3
"33035",19329,7
"33036",19329,2
"33037",80156,9
"33038",42289,8
"33039",74200,6
"33040",31792,4
"33041",31792,8
"33042",31792,9
"33043",95073,7
"33044",12524,2
"33045",12524,5
"33046",17535,2
"33047",11165,8
"33048",11165,4
"33049",31369,4
"33050",42400,4
"33051",43232,4
"33052",43232,3
"33053",70594,3
"33054",70594,0
"33055",70594,3
"33056",70594,8
"33057",70594,0
"33058",70594,3
"33059",80712,8
"33060",80712,5
"33061",36070,3
"33062",56427,7
"33063",56427,3
"33064",46400,1
"33065",34989,7
"33066",34989,2
"33067",34989,5
"33068",61640,3
"33069",96811,8
"33070",68413,1
"33071",85586,5
"33072",85586,7
"33073",60765,2
"33074",65569,0
"33075",84319,1
"33076",11713,1
"33077",96972,3
"33078",96972,9
"33079",15061,9
"33080",14,7
"33081",14844,3
"33082",14844,6
"33083",69006,1
"33084",97036,5
"33085",69405,7
"33086",69405,8
"33087",50713,1
"33088",45904,2
"33089",69499,0
"33090",69499,4
"33091",69499,0
"33092",60984,7
"33093",60984,5
"33094",60984,5
"33095",60984,4
"33096",87053,5
"33097",87053,1
"33098",22026,5
"33099",60348,5
"33100",59957,7
"33101",59957,6
"33102",79781,5
"33103",72332,2
"33104",72332,2
"33105",33788,8
"33106",33788,6
"33107",61111,3
"33108",63712,5
"33109",63712,9
"33110",35398,5
"33111",6296,2
"33112",2628,4
"33113",56659,3
"33114",56659,5
"33115",69484,1
"33116",5311,4
"33117",43052,8
"33118",43052,2
"33119",43052,4
"33120",43052,4
"33121",60468,1
"33122",20595,0
"33123",36822,9
"33124",66164,0
"33125",66164,3
"33126",66164,5
"33127",66164,8
"33128",101447,9
"33129",35295,2
"33130",23240,1
"33131",26018,8
"33132",68052,1
"33133",38479,9
"33134",38479,0
"33135",38479,6
"33136",38479,7
"33137",25350,9
"33138",25350,8
"33139",38254,0
"33140",2765,0
"33141",20894,6
"33142",20894,6
"33143",20894,8
"33144",20894,8
"33145",42427,1
"33146",42427,1
"33147",65352,8
"33148",65352,8
"33149",65352,6
"33150",4217,9
"33151",47810,2
"33152",47810,7
"33153",63813,0
"33154",91715,1
"33155",52835,8
"33156",42834,4
"33157",42834,8
"33158",42834,1
"33159",97314,2
"33160",100221,8
"33161",27590,9
"33162",27590,3
"33163",50127,4
"33164",76305,0
"33165",76305,6
"33166",17738,1
"33167",7733,0
"33168",46850,6
"33169",94052,5
"33170",94052,3
"33171",94052,8
"33172",74379,8
"33173",88907,1
"33174",9362,9
"33175",9362,0
"33176",67816,7
"33177",67816,6
"33178",30358,7
"33179",84894,9
"33180",84894,1
"33181",84894,7
"33182",18414,1
"33183",18414,5
"33184",18414,1
"33185",13911,9
"33186",13911,7
"33187",56468,8
"33188",56468,1
"33189",56468,9
"33190",56468,7
"33191",56468,8
"33192",56468,6
"33193",54690,9
"33194",7462,4
"33195",82312,0
"33196",50476,1
"33197",34837,6
"33198",34837,0
"33199",43253,5
"33200",12441,6
"33201",73494,0
"33202",36049,1
"33203",36049,9
"33204",36049,1
"33205",36049,4
"33206",39838,5
"33207",39838,7
"33208",39838,5
"33209",39838,2
"33210",39838,4
"33211",39838,3
"33212",85868,7
"33213",85868,8
"33214",85868,0
"33215",85868,1
"33216",85868,8
"33217",74149,9
"33218",74149,5
"33219",74149,8
"33220",59254,3
"33221",46102,9
"33222",49029,0
"33223",70790,6
"33224",99858,4
"33225",2455,1
"33226",52889,3
"33227",52889,7
"33228",52889,0
"33229",52889,3
"33230",76240,0
"33231",26221,6
"33232",72760,5
"33233",56775,7
"33234",43160,2
"33235",29671,5
"33236",29671,7
"33237",29671,5
"33238",2831,9
"33239",86612,3
"33240",76787,6
"33241",65089,5
"33242",21484,7
"33243",53603,2
"33244",33638,0
"33245",22476,5
"33246",69201,4
"33247",34595,9
"33248",68866,1
"33249",68866,8
"33250",68866,2
"33251",68866,3
"33252",27759,5
"33253",27759,8
"33254",27759,0
"33255",43569,3
"33256",43569,7
"33257",43569,4
"33258",4302,7
"33259",57073,2
"33260",53502,6
"33261",81045,7
"33262",101608,9
"33263",69604,1
"33264",69604,9
"33265",69604,5
"33266",95291,4
"33267",232,4
"33268",94263,3
"33269",94263,4
"33270",73176,8
"33271",73176,2
"33272",9628,9
"33273",76578,9
"33274",76578,7
"33275",76578,7
"33276",76578,9
"33277",81122,8
"33278",73853,9
"33279",27609,9
"33280",27609,3
"33281",7362,8
"33282",59542,0
"33283",1410,3
"33284",2647,3
"33285",95731,0
"33286",95731,3
"33287",77416,8
"33288",74058,4
"33289",74058,5
"33290",74058,0
"33291",74058,7
"33292",74058,8
"33293",17249,3
"33294",83837,7
"33295",83837,8
"33296",83837,6
"33297",83837,8
"33298",85707,6
"33299",85707,9
"33300",2346,1
"33301",32851,7
"33302",86605,4
"33303",86605,0
"33304",77913,2
"33305",61689,7
"33306",61689,0
"33307",61689,1
"33308",58523,7
"33309",58523,9
"33310",15337,7
"33311",4630,3
"33312",36382,6
"33313",36382,0
"33314",36382,2
"33315",36382,6
"33316",36382,8
"33317",76494,8
"33318",16367,3
"33319",12623,4
"33320",75613,2
"33321",91905,3
"33322",74628,5
"33323",33236,4
"33324",87884,8
"33325",87884,0
"33326",87884,5
"33327",13328,0
"33328",13328,5
"33329",13328,4
"33330",13328,7
"33331",44182,3
"33332",21794,7
"33333",66707,9
"33334",29492,4
"33335",22457,1
"33336",22457,6
"33337",70687,6
"33338",50371,4
"33339",65201,3
"33340",61568,3
"33341",86592,2
"33342",47783,8
"33343",47783,5
"33344",47783,1
"33345",6447,9
"33346",6447,1
"33347",32493,4
"33348",32493,9
"33349",32493,6
"33350",59465,0
"33351",93037,2
"33352",93037,6
"33353",89221,2
"33354",5265,6
"33355",5265,1
"33356",69023,5
"33357",69023,3
"33358",69023,8
"33359",69023,5
"33360",69023,3
"33361",15432,2
"33362",6469,5
"33363",6469,5
"33364",6469,4
"33365",6469,7
"33366",4397,2
"33367",4397,7
"33368",76529,9
"33369",17702,2
"33370",93550,0
"33371",83747,5
"33372",83747,6
"33373",100498,1
"33374",9881,1
"33375",97898,9
"33376",63893,5
"33377",26652,1
"33378",51245,1
"33379",22139,1
"33380",59745,9
"33381",20770,7
"33382",23267,1
"33383",23267,8
"33384",67858,9
"33385",14200,9
"33386",65802,3
"33387",86557,1
"33388",85597,7
"33389",102445,8
"33390",46702,1
"33391",46702,3
"33392",46702,9
"33393",14578,7
"33394",14948,7
"33395",40228,5
"33396",39907,9
"33397",16914,9
"33398",3673,6
"33399",6505,4
"33400",6505,0
"33401",31318,2
"33402",101439,7
"33403",45115,5
"33404",29004,7
"33405",10809,1
"33406",50260,4
"33407",14998,0
"33408",14998,4
"33409",25874,0
"33410",25874,0
"33411",54028,8
"33412",12865,4
"33413",12865,8
"33414",93676,4
"33415",74208,4
"33416",74208,7
"33417",50469,6
"33418",1788,1
"33419",1788,8
"33420",1788,6
"33421",35299,3
"33422",101336,3
"33423",20732,7
"33424",20732,1
"33425",30788,8
"33426",30788,4
"33427",33533,9
"33428",33533,7
"33429",49706,6
"33430",49706,2
"33431",51752,9
"33432",51752,8
"33433",51752,2
"33434",20237,3
"33435",20237,0
"33436",20237,0
"33437",34128,5
"33438",93442,5
"33439",6910,4
"33440",6910,0
"33441",38770,2
"33442",38770,1
"33443",38770,5
"33444",59737,9
"33445",6184,4
"33446",99467,2
"33447",58188,8
"33448",58188,2
"33449",58188,9
"33450",58188,3
"33451",33012,0
"33452",40092,0
"33453",39515,1
"33454",39515,0
"33455",39515,6
"33456",39515,9
"33457",39515,5
"33458",89906,3
"33459",41135,1
"33460",39964,8
"33461",10845,0
"33462",10845,5
"33463",10845,7
"33464",10845,5
"33465",78164,1
"33466",78164,1
"33467",95435,3
"33468",95435,6
"33469",95435,3
"33470",33023,4
"33471",28126,0
"33472",28126,8
"33473",77055,6
"33474",77055,7
"33475",77055,0
"33476",18855,3
"33477",44100,4
"33478",27605,1
"33479",50223,9
"33480",3752,6
"33481",3752,2
"33482",41941,9
"33483",84266,3
"33484",50520,2
"33485",47876,0
"33486",47876,3
"33487",47876,4
"33488",52700,8
"33489",29476,7
"33490",29476,2
"33491",97940,8
"33492",97940,5
"33493",84425,0
"33494",84425,4
"33495",1118,4
"33496",31821,3
"33497",87341,6
"33498",87341,5
"33499",87341,2
"33500",87341,1
"33501",28835,3
"33502",28835,7
"33503",28835,5
"33504",76950,3
"33505",76950,6
"33506",12115,5
"33507",12115,7
"33508",99661,3
"33509",62114,1
"33510",62114,3
"33511",62114,4
"33512",62114,9
"33513",59165,7
"33514",58401,2
"33515",58401,7
"33516",28022,9
"33517",24659,2
"33518",90935,1
"33519",83067,6
"33520",9511,7
"33521",51066,4
"33522",51066,9
"33523",51066,5
"33524",38425,4
"33525",85460,0
"33526",25211,1
"33527",31608,9
"33528",26235,2
"33529",90306,9
"33530",54002,5
"33531",31565,0
"33532",31565,9
"33533",31565,4
"33534",31565,9
"33535",28610,5
"33536",94552,7
"33537",94552,4
"33538",90313,0
"33539",57572,0
"33540",50625,3
"33541",94031,2
"33542",94031,7
"33543",62526,1
"33544",34488,2
"33545",89738,4
"33546",89738,8
"33547",1999,8
"33548",50778,2
"33549",79488,8
"33550",79488,0
"33551",79488,9
"33552",79488,2
"33553",42708,3
"33554",20852,3
"33555",20852,8
"33556",18634,5
"33557",30079,1
"33558",30079,5
"33559",15663,1
"33560",48330,8
"33561",48330,9
"33562",43488,5
"33563",43488,7
"33564",4088,0
"33565",43441,3
"33566",62455,8
"33567",62455,5
"33568",62455,7
"33569",62455,7
"33570",43875,3
"33571",71613,7
"33572",58338,1
"33573",100527,3
"33574",25225,4
"33575",39154,2
"33576",13670,8
"33577",13670,8
"33578",94594,6
"33579",94594,0
"33580",94594,3
"33581",94594,9
"33582",94594,5
"33583",65276,9
"33584",71641,6
"33585",63933,3
"33586",77431,9
"33587",77431,1
"33588",48893,4
"33589",48893,4
"33590",21252,2
"33591",63452,5
"33592",45255,9
"33593",31880,2
"33594",78169,0
"33595",67387,8
"33596",67387,4
"33597",35542,5
"33598",73359,5
"33599",73359,2
"33600",89976,8
"33601",34592,9
"33602",34592,3
"33603",34592,8
"33604",34592,0
"33605",34592,3
"33606",96680,7
"33607",49997,4
"33608",49997,3
"33609",49997,0
"33610",91958,9
"33611",74396,8
"33612",462,2
"33613",462,6
"33614",3914,9
"33615",3914,0
"33616",51847,0
"33617",73254,1
"33618",42782,9
"33619",85312,0
"33620",85312,3
"33621",85312,2
"33622",13229,2
"33623",13229,7
"33624",89042,0
"33625",89042,6
"33626",1711,8
"33627",2128,3
"33628",87068,4
"33629",42465,7
"33630",42465,1
"33631",42465,5
"33632",42465,7
"33633",42465,9
"33634",42465,3
"33635",42465,3
"33636",85231,8
"33637",98501,5
"33638",98501,1
"33639",73466,5
"33640",7094,3
"33641",7094,3
"33642",95769,5
"33643",6863,4
"33644",98648,9
"33645",14427,7
"33646",14427,4
"33647",14427,6
"33648",19429,4
"33649",86296,2
"33650",86296,6
"33651",46283,2
"33652",94760,5
"33653",79479,6
"33654",270,3
"33655",270,2
"33656",2927,5
"33657",91261,2
"33658",91261,8
"33659",9636,1
"33660",9636,3
"33661",66466,1
"33662",81367,3
"33663",81367,8
"33664",39930,2
"33665",39930,7
"33666",46477,8
"33667",22371,2
"33668",50133,1
"33669",50133,6
"33670",72194,6
"33671",44217,7
"33672",57422,9
"33673",41919,9
"33674",93552,8
"33675",22905,8
"33676",93111,0
"33677",93111,1
"33678",28150,1
"33679",28150,4
"33680",28150,7
"33681",28150,8
"33682",25339,3
"33683",4199,4
"33684",4199,3
"33685",74086,3
"33686",74086,0
"33687",74086,6
"33688",74086,7
"33689",72183,0
"33690",72183,4
"33691",7997,2
"33692",7997,9
"33693",7997,5
"33694",7997,0
"33695",7997,2
"33696",37773,1
"33697",37773,8
"33698",34402,3
"33699",101559,5
"33700",99397,0
"33701",90860,7
"33702",90860,5
"33703",58780,6
"33704",58780,1
"33705",70417,1
"33706",41735,2
"33707",11543,3
"33708",14507,0
"33709",23635,3
"33710",2534,7
"33711",2534,4
"33712",80800,5
"33713",48906,8
"33714",58681,1
"33715",58681,0
"33716",22251,8
"33717",22251,6
"33718",22251,1
"33719",71112,8
"33720",1243,8
"33721",88314,5
"33722",88314,2
"33723",51812,3
"33724",51812,2
"33725",51812,4
"33726",51812,1
"33727",46414,7
"33728",6295,9
"33729",6295,8
"33730",6295,0
"33731",26053,1
"33732",57019,2
"33733",74328,9
"33734",100605,4
"33735",41575,1
"33736",49803,4
"33737",49803,4
"33738",101582,2
"33739",6198,2
"33740",6198,1
"33741",33292,1
"33742",49171,0
"33743",4359,1
"33744",4359,8
"33745",68935,0
"33746",26229,1
"33747",54365,8
"33748",37074,9
"33749",7860,9
"33750",7860,1
"33751",7860,2
"33752",5239,4
"33753",48331,9
"33754",96377,6
"33755",27659,4
"33756",69045,9
"33757",16973,9
"33758",43423,2
"33759",36937,0
"33760",36937,4
"33761",36937,2
"33762",30524,9
"33763",30524,6
"33764",76958,4
"33765",76958,3
"33766",7078,4
"33767",58905,7
"33768",76773,6
"33769",48043,1
"33770",35600,7
"33771",3756,3
"33772",83625,5
"33773",16820,2
"33774",16820,7
"33775",65044,0
"33776",7622,0
"33777",7622,8
"33778",7622,6
"33779",7622,3
"33780",57938,0
"33781",57938,7
"33782",57938,2
"33783",11403,0
"33784",47758,3
"33785",14982,2
"33786",50730,5
"33787",82884,0
"33788",61266,9
"33789",61266,3
"33790",61266,9
"33791",31633,0
"33792",68143,3
"33793",19911,0
"33794",85082,0
"33795",28943,2
"33796",56338,8
"33797",30344,8
"33798",41636,5
"33799",41636,3
"33800",62415,5
"33801",39091,7
"33802",77265,3
"33803",77265,3
"33804",77265,6
"33805",77129,1
"33806",77129,2
"33807",83659,2
"33808",38876,0
"33809",38876,4
"33810",38876,3
"33811",38876,4
"33812",3320,8
"33813",3320,7
"33814",3320,4
"33815",20997,9
"33816",12601,4
"33817",31851,3
"33818",22931,1
"33819",78527,1
"33820",17697,2
"33821",84497,8
"33822",84497,9
"33823",84497,6
"33824",54367,0
"33825",35201,2
"33826",35201,6
"33827",35201,8
"33828",30107,7
"33829",30107,9
"33830",30107,1
"33831",51267,5
"33832",78341,8
"33833",82012,1
"33834",96347,4
"33835",17793,1
"33836",36009,0
"33837",402,0
"33838",402,1
"33839",402,1
"33840",80500,2
"33841",37710,6
"33842",37710,1
"33843",90624,6
"33844",68490,6
"33845",68490,0
"33846",13174,0
"33847",51919,5
"33848",80325,8
"33849",32831,7
"33850",32831,9
"33851",60044,4
"33852",60044,8
"33853",45721,5
"33854",71378,7
"33855",71988,5
"33856",71988,0
"33857",29389,5
"33858",29389,4
"33859",49705,1
"33860",49705,4
"33861",18221,7
"33862",22974,9
"33863",76131,2
"33864",96213,8
"33865",101326,4
"33866",101326,0
"33867",101326,8
"33868",101326,9
"33869",67180,0
"33870",67180,5
"33871",70070,0
"33872",60124,4
"33873",36509,9
"33874",36509,0
"33875",43588,1
"33876",13851,2
"33877",87900,9
"33878",89274,3
"33879",89274,8
"33880",54801,1
"33881",41611,5
"33882",64509,6
"33883",94545,3
"33884",2503,7
"33885",39837,0
"33886",31216,7
"33887",31216,2
"33888",62629,4
"33889",62629,4
"33890",71467,7
"33891",71467,6
"33892",3742,8
"33893",68803,7
"33894",68803,2
"33895",102154,9
"33896",68314,6
"33897",44171,8
"33898",26000,4
"33899",26000,7
"33900",26000,2
"33901",26000,1
"33902",51426,0
"33903",202,5
"33904",98672,8
"33905",53331,2
"33906",7900,1
"33907",37102,9
"33908",76890,8
"33909",76890,5
"33910",76890,8
"33911",98677,2
"33912",98272,6
"33913",7478,3
"33914",70042,1
"33915",82635,1
"33916",82635,7
"33917",78892,2
"33918",75169,0
"33919",75169,0
"33920",75169,6
"33921",68462,1
"33922",11180,9
"33923",63087,3
"33924",30430,9
"33925",47952,8
"33926",49836,8
"33927",49836,7
"33928",30466,8
"33929",30466,9
"33930",30466,3
"33931",30466,4
"33932",4663,7
"33933",51616,9
"33934",51616,3
"33935",96164,2
"33936",96164,0
"33937",75012,5
"33938",13012,2
"33939",32912,1
"33940",54385,3
"33941",88628,0
"33942",88628,7
"33943",89174,8
"33944",856,1
"33945",97316,4
"33946",97316,4
"33947",80763,3
"33948",84418,6
"33949",71777,6
"33950",71777,3
"33951",85610,6
"33952",34842,5
"33953",6139,7
"33954",6139,6
"33955",6139,2
"33956",1683,7
"33957",1683,1
"33958",68595,7
"33959",68595,7
"33960",95,5
"33961",51881,0
"33962",21847,1
"33963",16515,7
"33964",16515,7
"33965",69008,0
"33966",46687,2
"33967",75407,2
"33968",99614,7
"33969",77190,6
"33970",77190,3
"33971",36565,8
"33972",36565,5
"33973",50153,9
"33974",48717,5
"33975",82851,4
"33976",82851,7
"33977",82851,9
"33978",82851,7
"33979",94334,0
"33980",62667,1
"33981",62667,5
"33982",62667,5
"33983",62667,7
"33984",15235,2
"33985",95638,6
"33986",11677,2
"33987",90196,6
"33988",42177,3
"33989",34330,9
"33990",34330,0
"33991",42745,7
"33992",42745,5
"33993",29409,7
"33994",65508,7
"33995",65508,7
"33996",65508,5
"33997",65508,7
"33998",80707,5
"33999",80707,8
"34000",80707,8
"34001",94416,6
"34002",94416,8
"34003",36777,3
"34004",36777,3
"34005",27343,5
"34006",27343,3
"34007",27343,1
"34008",64302,1
"34009",64302,4
"34010",64302,2
"34011",70002,2
"34012",70002,3
"34013",70002,7
"34014",90586,1
"34015",16786,6
"34016",16786,4
"34017",86914,1
"34018",86914,4
"34019",86914,9
"34020",66754,9
"34021",27802,1
"34022",27802,9
"34023",27802,9
"34024",93987,2
"34025",47498,4
"34026",47498,6
"34027",47498,6
"34028",7818,4
"34029",7818,4
"34030",7818,8
"34031",41913,0
"34032",41913,5
"34033",97837,4
"34034",20068,0
"34035",6864,0
"34036",74927,3
"34037",74927,5
"34038",74927,1
"34039",92252,1
"34040",37564,5
"34041",37564,7
"34042",75720,8
"34043",8312,5
"34044",8312,8
"34045",101977,0
"34046",101977,4
"34047",100718,9
"34048",82255,7
"34049",82255,0
"34050",54345,7
"34051",85407,9
"34052",85407,6
"34053",7725,7
"34054",31309,6
"34055",31309,2
"34056",31309,6
"34057",31309,4
"34058",15199,8
"34059",19101,7
"34060",23138,5
"34061",23138,2
"34062",23138,5
"34063",4823,0
"34064",51052,0
"34065",51052,2
"34066",51052,3
"34067",51052,1
"34068",30459,8
"34069",30459,3
"34070",30459,2
"34071",30459,8
"34072",30459,4
"34073",4128,5
"34074",40501,8
"34075",40501,1
"34076",17911,9
"34077",17911,2
"34078",17911,9
"34079",80082,8
"34080",76852,4
"34081",76852,4
"34082",45456,4
"34083",45456,4
"34084",80182,9
"34085",95909,2
"34086",44623,9
"34087",44623,5
"34088",29478,7
"34089",29478,2
"34090",71029,4
"34091",71029,3
"34092",24343,2
"34093",24343,6
"34094",35646,2
"34095",36647,2
"34096",36647,4
"34097",60128,1
"34098",99809,8
"34099",24458,7
"34100",24458,3
"34101",62152,5
"34102",88237,1
"34103",243,8
"34104",72613,6
"34105",80934,9
"34106",92955,1
"34107",92955,1
"34108",77020,7
"34109",77020,1
"34110",11888,3
"34111",12573,9
"34112",12573,3
"34113",12573,2
"34114",10355,7
"34115",96240,1
"34116",55464,6
"34117",1681,3
"34118",1681,9
"34119",24888,6
"34120",24888,0
"34121",3407,0
"34122",62578,1
"34123",21257,2
"34124",42914,5
"34125",42914,0
"34126",32256,3
"34127",32256,0
"34128",32256,6
"34129",32256,8
"34130",32256,0
"34131",74968,1
"34132",55021,0
"34133",55021,3
"34134",55021,1
"34135",62524,7
"34136",34914,3
"34137",6233,6
"34138",97794,0
"34139",97794,6
"34140",21167,3
"34141",23381,2
"34142",23381,0
"34143",23381,3
"34144",1921,7
"34145",1921,5
"34146",101891,9
"34147",51638,0
"34148",44786,4
"34149",102343,3
"34150",1062,9
"34151",60833,2
"34152",60833,6
"34153",60833,5
"34154",7928,7
"34155",75897,7
"34156",68751,2
"34157",68751,4
"34158",11339,2
"34159",11339,2
"34160",92172,0
"34161",44736,2
"34162",91224,7
"34163",96278,8
"34164",92771,0
"34165",92771,2
"34166",101920,9
"34167",43755,2
"34168",43755,0
"34169",43755,3
"34170",43755,0
"34171",43755,7
"34172",43755,1
"34173",93333,6
"34174",84499,4
"34175",99576,5
"34176",99576,8
"34177",101757,9
"34178",25810,0
"34179",781,1
"34180",781,3
"34181",10003,4
"34182",10003,6
"34183",98195,0
"34184",98195,2
"34185",32521,1
"34186",12713,3
"34187",47402,9
"34188",39761,0
"34189",33669,9
"34190",15245,8
"34191",15245,5
"34192",15245,4
"34193",15245,6
"34194",51756,7
"34195",23969,6
"34196",29220,8
"34197",53580,6
"34198",53580,0
"34199",26481,2
"34200",6521,7
"34201",22326,2
"34202",42398,5
"34203",92724,2
"34204",81171,5
"34205",82943,8
"34206",57674,8
"34207",70321,0
"34208",37867,6
"34209",37867,9
"34210",14520,4
"34211",14520,8
"34212",14520,2
"34213",15274,0
"34214",46350,2
"34215",38630,5
"34216",20027,2
"34217",75483,5
"34218",89590,6
"34219",9411,9
"34220",45537,4
"34221",69843,2
"34222",28137,2
"34223",28137,5
"34224",28137,0
"34225",43543,9
"34226",43543,3
"34227",99591,6
"34228",17191,0
"34229",3094,6
"34230",80937,7
"34231",21358,1
"34232",21446,8
"34233",21446,0
"34234",21446,3
"34235",21446,3
"34236",44661,8
"34237",45817,8
"34238",45817,9
"34239",52504,8
"34240",46782,5
"34241",35569,1
"34242",42740,8
"34243",5607,4
"34244",77751,2
"34245",31192,4
"34246",31192,7
"34247",31192,1
"34248",88266,4
"34249",7799,6
"34250",7799,6
"34251",27266,1
